kabkota,kecamatan,level_portal,npsn,school,address,kelurahan,status,profile
Kabupaten Bantul,Srandakan,dikdas,20400545,MIS MA`ARIF SAMBENG,SAMBENG III,Poncosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400545
Kabupaten Bantul,Srandakan,dikdas,20400543,MIS MUHAMADIYAH JRAGAN,JRAGAN II,Poncosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400543
Kabupaten Bantul,Srandakan,dikdas,20400597,SD MUHAMMADIYAH BABAKAN,"Babakan, Poncosari,srandakan",Poncosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400597
Kabupaten Bantul,Srandakan,dikdas,20400603,SD MUHAMMADIYAH BENDO,"Bendo, Trimurti,srandakan",Trimurti,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400603
Kabupaten Bantul,Srandakan,dikdas,20400541,SD MUHAMMADIYAH GERSO,"Gerso, Trimurti, Srandakan, Bantul Kode Pos 55762",Trimurti,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400541
Kabupaten Bantul,Srandakan,dikdas,20400498,SD MUHAMMADIYAH GUNTURGENI,"Gunturgeni, Poncosari,srandakan",Poncosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400498
Kabupaten Bantul,Srandakan,dikdas,20400463,SD MUHAMMADIYAH SAMBENG,Sambeng 1,Poncosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400463
Kabupaten Bantul,Srandakan,dikdas,20400529,SD NEGERI 1 GODEGAN,"Godegan, Trimurti, Srandakan, Bantul",Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400529
Kabupaten Bantul,Srandakan,dikdas,20400743,SD NEGERI 1 SRANDAKAN,"Srandakan, RT 2 Trimurti,Srandakan",Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400743
Kabupaten Bantul,Srandakan,dikdas,20400669,SD NEGERI 2 SRANDAKAN,"Srandakan, Trimurti, Srandakan",Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400669
Kabupaten Bantul,Srandakan,dikdas,20400693,SD NEGERI GUNUNGSAREN,"Gunungsaren, Trimurti,srandakan",Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400693
Kabupaten Bantul,Srandakan,dikdas,20400207,SD NEGERI KORIPAN,"Koripan, Poncosari, Srandakan",Poncosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400207
Kabupaten Bantul,Srandakan,dikdas,20400213,SD NEGERI KRAJAN,"Krajan, Poncosari,srandakan",Poncosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400213
Kabupaten Bantul,Srandakan,dikdas,20400520,SD NEGERI MANGIRAN,"Mangiran, Trimurti,srandakan",Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400520
Kabupaten Bantul,Srandakan,dikdas,20400141,SD NEGERI PROKETEN,"Proketen, Trimurti, Srandakan",Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400141
Kabupaten Bantul,Srandakan,dikdas,20400113,SD NEGERI TALKONDO,"Talkondo, Poncosari,srandakan",Poncosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400113
Kabupaten Bantul,Srandakan,dikdas,70004970,SDIT AL AYSAR,JL. Selobentar No 45 RT 33 DK V Jetis,Trimurti,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70004970
Kabupaten Bantul,Srandakan,dikdas,20400321,SMP MUHAMMADIYAH SRANDAKAN,Singgelo,Poncosari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400321
Kabupaten Bantul,Srandakan,dikdas,20400352,SMP NEGERI 1 SRANDAKAN,Nengahan,Trimurti,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400352
Kabupaten Bantul,Srandakan,dikdas,20400332,SMP NEGERI 2 SRANDAKAN,Godegan Poncosari Srandakan Bantul Yogyakarta,Poncosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400332
Kabupaten Bantul,Sanden,dikdas,70059191,MI Insan Utama,"Dukuh 15, Murtigading, Sanden, Bantul",Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70059191
Kabupaten Bantul,Sanden,dikdas,20400614,MTSS AL-FURQON SANDEN,BONGOSKENTI MURTIGADING,Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400614
Kabupaten Bantul,Sanden,dikdas,20400618,MTSS MUHAMMADIYAH SANDEN,TRISIGAN DK IV MURTIGADING SANDEN,Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400618
Kabupaten Bantul,Sanden,dikdas,20400467,SD MUHAMMADIYAH TRISIGAN,"Trisigan, Murtigading,sanden",Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400467
Kabupaten Bantul,Sanden,dikdas,20400475,SD MUHAMMADIYAH WONOREJO,Wonorejo,Gadingsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400475
Kabupaten Bantul,Sanden,dikdas,20400150,SD NEGERI 1 GADINGHARJO,"Merten, Gadingharjo,sanden",Gadingharjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400150
Kabupaten Bantul,Sanden,dikdas,20400514,SD NEGERI 1 SANDEN,"Sanden, Murtigading, Sanden",Murtigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400514
Kabupaten Bantul,Sanden,dikdas,20400135,SD NEGERI 2 GADINGHARJO,Pranti,Gadingharjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400135
Kabupaten Bantul,Sanden,dikdas,20400799,SD NEGERI 2 SANDEN,Pucanganom,Murtigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400799
Kabupaten Bantul,Sanden,dikdas,20400645,SD NEGERI BONGGALAN,"Bonggalan, Srigading,Sanden",Srigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400645
Kabupaten Bantul,Sanden,dikdas,20400697,SD NEGERI DAYU,DAYU GADINGSARI SANDEN BANTUL YOGYAKARTA,Gadingsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400697
Kabupaten Bantul,Sanden,dikdas,20400197,SD NEGERI KLAGARAN,"Klagaran, Gadingsari, Sanden",Gadingsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400197
Kabupaten Bantul,Sanden,dikdas,20400261,SD NEGERI NGENTAK,"Ngentak, Murtigading, Sanden",Murtigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400261
Kabupaten Bantul,Sanden,dikdas,20400140,SD NEGERI PIRING,"Piring, Murtigading, Sanden",Murtigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400140
Kabupaten Bantul,Sanden,dikdas,20400148,SD NEGERI ROJONITEN,"Patihan, Gadingsari,sanden",Gadingsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400148
Kabupaten Bantul,Sanden,dikdas,20400779,SD NEGERI SOROBAYAN,"Bongos, Gadingsari, Sanden",Gadingsari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400779
Kabupaten Bantul,Sanden,dikdas,20400179,SD NEGERI TEGALSARI,"Baran, Srigading,sanden",Srigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400179
Kabupaten Bantul,Sanden,dikdas,20400778,SD NEGERI WULUHADEG,"Wuluhadeg, Srigading, Sanden, Bantul, DIY",Srigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400778
Kabupaten Bantul,Sanden,dikdas,20403524,SDIT ASSALAAM SANDEN,"Pucanganom, Murtigading",Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20403524
Kabupaten Bantul,Sanden,dikdas,20400323,SMP MUHAMMADIYAH SANDEN,Sorobayan,Gadingsari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400323
Kabupaten Bantul,Sanden,dikdas,20400355,SMP NEGERI 1 SANDEN,"Murtigading, Sanden, Bantul",Murtigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400355
Kabupaten Bantul,Sanden,dikdas,20400348,SMP NEGERI 2 SANDEN,"Jl. Samas, Srigading, Sanden, Bantul",Srigading,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400348
Kabupaten Bantul,Sanden,dikdas,20400286,SMP YAYASAN PENDIDIKAN SANDEN,Sanden Murtigading,Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400286
Kabupaten Bantul,Sanden,dikdas,70001881,SMPIT ASSALAAM SANDEN,"Pucanganom III, Murtigading, Sanden, Bantul",Murtigading,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70001881
Kabupaten Bantul,Kretek,dikdas,69881869,MIS Nurul Ulum,Bantul,Parangtritis,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69881869
Kabupaten Bantul,Kretek,dikdas,70008597,MTSS NURUL ULUM,TEGALSARI RT. 48 DESA DONOTIRTO,Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70008597
Kabupaten Bantul,Kretek,dikdas,20400715,SD NEGERI 1 DONOTIRTO,"Busuran, Donotirto,kretek",Donotirto,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400715
Kabupaten Bantul,Kretek,dikdas,20400532,SD NEGERI 1 KRETEK,"Tegalsari, Donotirto, Kretek",Donotirto,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400532
Kabupaten Bantul,Kretek,dikdas,20400503,SD NEGERI 1 PARANGTRITIS,"Grogol VIII, Parangtritis,kretek",Parangtritis,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400503
Kabupaten Bantul,Kretek,dikdas,20400243,SD NEGERI 2 DONOTIRTO,"Ngranan, Donotirto, Kretek, Bantul, DIY",Donotirto,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400243
Kabupaten Bantul,Kretek,dikdas,20409868,SD NEGERI 2 KRETEK,Greges,Donotirto,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20409868
Kabupaten Bantul,Kretek,dikdas,20400785,SD NEGERI 2 PARANGTRITIS,"MANCINGAN,PARANGTRITIS, KRETEK,BANTUL",Parangtritis,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400785
Kabupaten Bantul,Kretek,dikdas,20400641,SD NEGERI BUNGKUS,"Bungkus, Parangtritis,kretek",Parangtritis,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400641
Kabupaten Bantul,Kretek,dikdas,20400659,SD NEGERI CIMPON,"Cimpon, Tirtosari, Kretek",Tirtosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400659
Kabupaten Bantul,Kretek,dikdas,20400235,SD NEGERI KAREN,"KAREN,TIRTOMULYO,KRETEK",Tirtomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400235
Kabupaten Bantul,Kretek,dikdas,20400757,SD NEGERI SONO,"Kretek, Parangtritis, Kretek",Parangtritis,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400757
Kabupaten Bantul,Kretek,dikdas,20400759,SD NEGERI TIRTOHARGO,Gegunung,Tirtohargo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400759
Kabupaten Bantul,Kretek,dikdas,20400729,SD NEGERI TIRTOMULYO,"Krajan, Tirtomulyo, Kretek",Tirtomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400729
Kabupaten Bantul,Kretek,dikdas,20400753,SD NEGERI TIRTOSARI,"Kirobayan, Tirtosari,kretek",Tirtosari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400753
Kabupaten Bantul,Kretek,dikdas,20411840,SD UNGGULAN MUHAMMADIYAH KRETEK,Mriyan Donotirto Kretek Bantul,Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20411840
Kabupaten Bantul,Kretek,dikdas,20409735,SDIT AR-ROHMAH,Greges,Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20409735
Kabupaten Bantul,Kretek,dikdas,20400313,SMP MUHAMMADIYAH KRETEK,TEGALSARI,Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400313
Kabupaten Bantul,Kretek,dikdas,20400297,SMP NEGERI 1 KRETEK,Donotirto,Donotirto,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400297
Kabupaten Bantul,Kretek,dikdas,20400365,SMP NEGERI 2 KRETEK,Kretek,Parangtritis,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400365
Kabupaten Bantul,Kretek,dikdas,69964763,SMPIT AR-ROHMAH,"JL. Parangtritis KM.22, Tegalsari, Donotirto, Kretek, Bantul, Yogyakarta. 55772",Donotirto,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69964763
Kabupaten Bantul,Pundong,dikdas,20400575,MIS AL-ANWAR,NANGSRI,Srihardono,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400575
Kabupaten Bantul,Pundong,dikdas,20400563,MIS MAULANA MAGHRIBI,Watu,Panjangrejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400563
Kabupaten Bantul,Pundong,dikdas,20400557,MTSN 5 BANTUL,JL. PARANGTRITIS KM 19 GRUDO,Panjangrejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400557
Kabupaten Bantul,Pundong,dikdas,20400586,SD MUHAMMADIYAH GEGER,"Geger, Seloharjo, Pundong, Bantul",Seloharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400586
Kabupaten Bantul,Pundong,dikdas,20400481,SD MUHAMMADIYAH KALINAMPU I,"Bobok Tempel, Seloharjo, Pundong",Seloharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400481
Kabupaten Bantul,Pundong,dikdas,20400480,SD MUHAMMADIYAH KALINAMPU II,Gulon,Srihardono,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400480
Kabupaten Bantul,Pundong,dikdas,20400488,SD MUHAMMADIYAH KALIPAKEM I,"Blali, Seloharjo,pundong",Seloharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400488
Kabupaten Bantul,Pundong,dikdas,20400479,SD MUHAMMADIYAH KALIPAKEM II,"Kalipakem, Seloharjo,Pundong",Seloharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400479
Kabupaten Bantul,Pundong,dikdas,20400487,SD MUHAMMADIYAH KALIPAKEM III,"Semampir, Panjangrejo,pundong",Panjangrejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400487
Kabupaten Bantul,Pundong,dikdas,20400255,SD NEGERI 1 PANJANGREJO,"Nglembu, Panjangrejo, Pundong",Panjangrejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400255
Kabupaten Bantul,Pundong,dikdas,20400510,SD NEGERI 1 PUNDONG,"Jl. Diryokusumo, Tangkil, Srihardono, Pundong",Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400510
Kabupaten Bantul,Pundong,dikdas,20400212,SD NEGERI 2 PANJANGREJO,"Krapyak, Panjangrejo,pundong",Panjangrejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400212
Kabupaten Bantul,Pundong,dikdas,20400633,SD NEGERI BARAN,Piring,Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400633
Kabupaten Bantul,Pundong,dikdas,20400630,SD NEGERI BECARI,Dukuh,Seloharjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400630
Kabupaten Bantul,Pundong,dikdas,20400231,SD NEGERI KATEGAN,"Tangkil, Srihardono,pundong",Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400231
Kabupaten Bantul,Pundong,dikdas,20400519,SD NEGERI MONGGANG,Monggang,Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400519
Kabupaten Bantul,Pundong,dikdas,20400103,SD NEGERI SEYEGAN,"Seyegan,srihardono,pundong",Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400103
Kabupaten Bantul,Pundong,dikdas,20400101,SD NEGERI SOKA,"Soka, Seloharjo,Pundong",Seloharjo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400101
Kabupaten Bantul,Pundong,dikdas,20400192,SD NEGERI TULUNG,TULUNG,Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400192
Kabupaten Bantul,Pundong,dikdas,69978633,SDIT MUTIARA HATI PUNDONG,Piring RT 01 Srihardono Pundong Bantul,Srihardono,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69978633
Kabupaten Bantul,Pundong,dikdas,20400324,SMP MUHAMMADIYAH I PUNDONG,Blali,Seloharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400324
Kabupaten Bantul,Pundong,dikdas,20400356,SMP NEGERI 1 PUNDONG,Pundong Bantul,Panjangrejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400356
Kabupaten Bantul,Pundong,dikdas,20400360,SMP NEGERI 2 PUNDONG,Menang,Srihardono,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400360
Kabupaten Bantul,Bambang Lipuro,dikdas,70026177,MI ABDUL BARRI,TURI RT 03,Sidomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70026177
Kabupaten Bantul,Bambang Lipuro,dikdas,20400544,MIS MIFTAHUL ULUM,SARANG SIDOMULYO BAMBANGLIPURO BANTUL DIY,Sidomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400544
Kabupaten Bantul,Bambang Lipuro,dikdas,20400608,MTSS MUHAMMADIYAH BAMBANG LIPURO,JL. JOGODAYOH,Mulyodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400608
Kabupaten Bantul,Bambang Lipuro,dikdas,69886261,SD IT INSAN MULIA,JL. GANJURAN MULYODADI BEBEKAN DESTAN MULYODADI BAMBANGLIPURO,Mulyodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69886261
Kabupaten Bantul,Bambang Lipuro,dikdas,20400607,SD KANISIUS GANJURAN,"Jogodayoh, RT.01",Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400607
Kabupaten Bantul,Bambang Lipuro,dikdas,20404186,SD KANISIUS KANUTAN,"Kanutan, Sumbermulyo,bambanglipuro",Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20404186
Kabupaten Bantul,Bambang Lipuro,dikdas,20400598,SD MUHAMMADIYAH DUKUH WIDARAN,"Dukuh Widaran, Sidomulyo,Bambanglipuro",Sidomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400598
Kabupaten Bantul,Bambang Lipuro,dikdas,20400486,SD MUHAMMADIYAH JOGODAYOH,"Jogodayoh, Sumbermulyo, Bambanglipuro",Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400486
Kabupaten Bantul,Bambang Lipuro,dikdas,20400491,SD MUHAMMADIYAH MULYODADI,BEKANG,Mulyodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400491
Kabupaten Bantul,Bambang Lipuro,dikdas,20400460,SD MUHAMMADIYAH SUMBERMULYO,"Derman, Sumbermulyo,Bambanglipuro",Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400460
Kabupaten Bantul,Bambang Lipuro,dikdas,20400657,SD NEGERI 3 PANGGANG,"Ngampelan, Sidomulyo,bambanglipuro",Sidomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400657
Kabupaten Bantul,Bambang Lipuro,dikdas,20400646,SD NEGERI BONDALEM,"Bondalem, Sumbermulyo,Bambanglipuro",Sumbermulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400646
Kabupaten Bantul,Bambang Lipuro,dikdas,20403520,SD NEGERI GROGOL,"Ngambah, Mulyodadi, Bambanglipuro",Mulyodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20403520
Kabupaten Bantul,Bambang Lipuro,dikdas,20400224,SD NEGERI KALIGONDANG,"Gedogan Rt 08, Sumbermulyo, Bambanglipuro",Sumbermulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400224
Kabupaten Bantul,Bambang Lipuro,dikdas,20400203,SD NEGERI KEMBANGAN,"Kembangan, Sumbermulyo,bambanglipuro",Sumbermulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400203
Kabupaten Bantul,Bambang Lipuro,dikdas,20400504,SD NEGERI PANGGANG,Tempel Sidomulyo Bambanglipuro Bantul D.I.Y,Sidomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400504
Kabupaten Bantul,Bambang Lipuro,dikdas,20400137,SD NEGERI PLEBENGAN,"Plebengan, Sidomulyo,Bambanglipuro",Sidomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400137
Kabupaten Bantul,Bambang Lipuro,dikdas,20400112,SD NEGERI SRIBIT,SRIBIT,Mulyodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400112
Kabupaten Bantul,Bambang Lipuro,dikdas,20400177,SD NEGERI TERBAN,"Cangkring, Sidomulyo, Bambanglipuro",Sidomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400177
Kabupaten Bantul,Bambang Lipuro,dikdas,20400193,SD NEGERI TULASAN,TULASAN RT 03,Mulyodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400193
Kabupaten Bantul,Bambang Lipuro,dikdas,20400427,SMP 2 VETERAN BANTUL,Nglarang,Mulyodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400427
Kabupaten Bantul,Bambang Lipuro,dikdas,20400426,SMP KANISIUS BAMBANGLIPURO,Ganjuran Jogodayoh,Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400426
Kabupaten Bantul,Bambang Lipuro,dikdas,20400412,SMP MUHAMMADIYAH 1 BAMBANGLIPURO,Bekang Mulyodadi Bambanglipuro,Mulyodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400412
Kabupaten Bantul,Bambang Lipuro,dikdas,20400312,SMP MUHAMMADIYAH 2 BAMBANGLIPURO,Derman,Sumbermulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400312
Kabupaten Bantul,Bambang Lipuro,dikdas,20400339,SMP NEGERI 1 BAMBANGLIPURO,"Nglarang, Mulyodadi, Bambanglipuro",Mulyodadi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400339
Kabupaten Bantul,Bambang Lipuro,dikdas,20400350,SMP NEGERI 2 BAMBANGLIPURO,Sidomulyo,Sidomulyo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400350
Kabupaten Bantul,Bambang Lipuro,dikdas,70008217,SMPIT Alam Insan Mulia,Bebekan Rt.03 Destan Mulyodadi Bambanglipuro Bantul DIY,Mulyodadi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70008217
Kabupaten Bantul,Bambang Lipuro,dikdas,69768177,SMPIT AR RAIHAN,"Ngajaran RT 05, Sidomulyo, Bambanglipuro, Bantul 55764",Sidomulyo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69768177
Kabupaten Bantul,Pandak,dikdas,70042959,MIS BISMILLAH TAHFIDZUL QUR`AN,Tirto RT 03,Triharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70042959
Kabupaten Bantul,Pandak,dikdas,20400547,MIS MA`ARIF PIJENAN,NGEBLAK,Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400547
Kabupaten Bantul,Pandak,dikdas,70026178,MTs Tahfidzul Qur`an Ar-Risalah,Jl. Makamsewu Ngeblak RT 05 Wijirejo Pandak Bantul DI. Yogyakarta 557761,Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70026178
Kabupaten Bantul,Pandak,dikdas,20400542,MTSS AL FALAAH PANDAK,JL. KAUMAN,Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400542
Kabupaten Bantul,Pandak,dikdas,70015732,SD IT IBNU KHALDUN,"Cengkiran, Triharjo, Pandak, Bantul",Triharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/70015732
Kabupaten Bantul,Pandak,dikdas,20400589,SD KANISIUS PIJENAN,"Pijenan, Wijirejo,pandak",Wijirejo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400589
Kabupaten Bantul,Pandak,dikdas,20400485,SD MUHAMMADIYAH KADISORO I,"Kadisoro, Gilangharjo,pandak",Gilangharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400485
Kabupaten Bantul,Pandak,dikdas,20400484,SD MUHAMMADIYAH KADISORO II,"Karangasem, Gilangharjo,Pandak",Gilangharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400484
Kabupaten Bantul,Pandak,dikdas,20400458,SD MUHAMMADIYAH TEGALLAYANG I,"Tegallayang 9 RT 01, Caturharjo, Pandak",Caturharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400458
Kabupaten Bantul,Pandak,dikdas,20400466,SD MUHAMMADIYAH TEGALLAYANG II,"Gluntung, Caturharjo, Pandak",Caturharjo,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400466
Kabupaten Bantul,Pandak,dikdas,20400505,SD NEGERI 1 PANDAK,"Jl. SRANDAKAN, PANDAK",Wijirejo,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20400505
