kode,provinsi_kode,provinsi,nama,lat,lng,luas_km2,penduduk
36.03,36,Banten,Kabupaten Tangerang,-6.269630455565761,106.48440474071201,1028.335,3459706
36.04,36,Banten,Kabupaten Serang,-6.115302501045602,106.15201508303925,1471.543,1791795
36.71,36,Banten,Kota Tangerang,-6.164361554952064,106.64107113819723,178.347,1957349
36.72,36,Banten,Kota Cilegon,-6.00980901882699,106.04212868303857,162.578,480378
36.73,36,Banten,Kota Serang,-6.1196975739996,106.17346069838267,266.314,759929
36.74,36,Banten,Kota Tangerang Selatan,-6.321567965040671,106.70774205743535,164.86,1463607
51.01,51,Bali,Kabupaten Jembrana,-8.357300895935373,114.6369005100411,847.515,330221
51.02,51,Bali,Kabupaten Tabanan,-8.539497666397425,115.13103226771442,848.539,478393
51.03,51,Bali,Kabupaten Badung,-8.601920881989042,115.17914542538679,397.395,537739
51.04,51,Bali,Kabupaten Gianyar,-8.540851437717537,115.32410958305795,363.782,504845
51.05,51,Bali,Kabupaten Klungkung,-8.534402013006794,115.40297954072949,312.115,223723
51.06,51,Bali,Kabupaten Bangli,-8.461762702253463,115.35247721644086,526.764,260526
51.07,51,Bali,Kabupaten Karangasem,-8.438846951802109,115.61223348305695,838.899,538390
51.08,51,Bali,Kabupaten Buleleng,-8.12516022356895,115.09284902538256,1322.124,828156
51.71,51,Bali,Kota Denpasar,-8.654458853264748,115.21653329890924,125.694,673270
52.01,52,Nusa Tenggara Barat,Kabupaten Lombok Barat,-8.681396051887829,116.13670528305914,919.44,762757
52.02,52,Nusa Tenggara Barat,Kabupaten Lombok Tengah,-8.706131863466181,116.27003418305937,1167.029,1128716
52.03,52,Nusa Tenggara Barat,Kabupaten Lombok Timur,-8.650938604217814,116.52965363887955,1602.377,1457591
52.04,52,Nusa Tenggara Barat,Kabupaten Sumbawa,-8.489511525311054,117.4196890006745,6645.723,527715
52.05,52,Nusa Tenggara Barat,Kabupaten Dompu,-8.534112083030623,118.46474902538593,2270.36,277837
52.06,52,Nusa Tenggara Barat,Kabupaten Bima,-8.556532639441706,118.67015779690297,4208.861,543582
52.07,52,Nusa Tenggara Barat,Kabupaten Sumbawa Barat,-8.753910149465758,116.85426539840077,1739.564,156059
52.08,52,Nusa Tenggara Barat,Kabupaten Lombok Utara,-8.35633546555901,116.15926985422034,810.185,269989
52.71,52,Nusa Tenggara Barat,Kota Mataram,-8.582728859362096,116.10813842538651,60.063,461936
52.72,52,Nusa Tenggara Barat,Kota Bima,-8.461655165060522,118.74871988305718,208.389,165113
53.01,53,Nusa Tenggara Timur,Kabupaten Kupang,-10.072767460089674,123.86446322540102,5130.659,391539
53.02,53,Nusa Tenggara Timur,Kabupaten Timor Tengah Selatan,-9.851780619986599,124.26648135633013,3931.747,490642
53.03,53,Nusa Tenggara Timur,Kabupaten Timor Tengah Utara,-9.456934944114428,124.47508769420945,2622.293,276032
53.04,53,Nusa Tenggara Timur,Kabupaten Belu,-9.105891366920305,124.87357678138326,1126.77,232788
53.05,53,Nusa Tenggara Timur,Kabupaten Alor,-8.209309443192296,124.5734638597916,2918.753,229730
53.06,53,Nusa Tenggara Timur,Kabupaten Flores Timur,-8.326454792692857,123.00311081827232,1741.064,289881
53.07,53,Nusa Tenggara Timur,Kabupaten Sikka,-8.616591300597133,122.2080821234478,1669.713,346614
53.08,53,Nusa Tenggara Timur,Kabupaten Ende,-8.84344514400059,121.66223033425577,2084.076,283806
53.09,53,Nusa Tenggara Timur,Kabupaten Ngada,-8.785172765189195,120.97473007615979,1736.735,169445
53.10,53,Nusa Tenggara Timur,Kabupaten Manggarai,-8.611446513623472,120.4642990196421,1343.335,349836
53.11,53,Nusa Tenggara Timur,Kabupaten Sumba Timur,-9.660787895234368,120.26131862254613,6975.198,277290
53.12,53,Nusa Tenggara Timur,Kabupaten Sumba Barat,-9.647321540554708,119.39400717233693,755.836,141760
53.13,53,Nusa Tenggara Timur,Kabupaten Lembata,-8.359888246008067,123.45924285276752,1263.767,149921
53.14,53,Nusa Tenggara Timur,Kabupaten Rote Ndao,-10.75780320710065,123.06259078628618,1277.256,154027
53.15,53,Nusa Tenggara Timur,Kabupaten Manggarai Barat,-8.495964947540392,119.89429877413119,3120.028,290688
53.16,53,Nusa Tenggara Timur,Kabupaten Nagekeo,-8.575463250173927,121.28112874980738,1397.969,164457
53.17,53,Nusa Tenggara Timur,Kabupaten Sumba Tengah,-9.62267937221953,119.60043476625835,1786.436,92138
53.18,53,Nusa Tenggara Timur,Kabupaten Sumba Barat Daya,-9.391735416331608,119.18099193903856,1381.943,355022
53.19,53,Nusa Tenggara Timur,Kabupaten Manggarai Timur,-8.749471050872256,120.60861905890188,2389.499,305268
53.20,53,Nusa Tenggara Timur,Kabupaten Sabu Raijua,-10.452783457995888,121.87803338600901,457.14,94860
53.21,53,Nusa Tenggara Timur,Kabupaten Malaka,-9.444597244521727,124.91757971876395,1109.003,210908
53.71,53,Nusa Tenggara Timur,Kota Kupang,-10.15389633793275,123.61939014385608,158.885,404120
61.01,61,Kalimantan Barat,Kabupaten Sambas,1.3610923732904279,109.3285001118564,5928.221,651246
61.02,61,Kalimantan Barat,Kabupaten Mempawah,0.3507375156189089,108.96247645418383,1934.827,314148
61.03,61,Kalimantan Barat,Kabupaten Sanggau,0.12348442018479931,110.59604636952717,12452.224,499074
61.04,61,Kalimantan Barat,Kabupaten Ketapang,-1.8442282167132769,109.97893875233444,30012.023,583541
61.05,61,Kalimantan Barat,Kabupaten Sintang,0.0786531223680243,111.49548392534787,22025.788,457204
61.06,61,Kalimantan Barat,Kabupaten Kapuas Hulu,0.8792574508162577,112.92539148302002,31318.246,276988
61.07,61,Kalimantan Barat,Kabupaten Bengkayang,0.8691040170174341,109.49749129836343,5488.322,295966
61.08,61,Kalimantan Barat,Kabupaten Landak,0.37478897210209017,109.9382701253479,8430.711,415033
61.09,61,Kalimantan Barat,Kabupaten Sekadau,0.007190078560764424,110.95471874069129,5979.044,225494
61.10,61,Kalimantan Barat,Kabupaten Melawi,-0.3769284988267002,111.7643663695273,10122.513,217600
61.11,61,Kalimantan Barat,Kabupaten Kayong Utara,-1.253324768640413,109.95437986952808,4108.533,126898
61.12,61,Kalimantan Barat,Kabupaten Kubu Raya,-0.12685886609816646,109.40395645418373,8549.057,646091
61.71,61,Kalimantan Barat,Kota Pontianak,-0.022086396871511572,109.3381039118554,118.209,687031
61.72,61,Kalimantan Barat,Kota Singkawang,0.904786196799786,108.97740501185594,550.345,249954
62.01,62,Kalimantan Tengah,Kabupaten Kotawaringin Barat,-2.6922174879548355,111.63434121272037,9475.854,294602
62.02,62,Kalimantan Tengah,Kabupaten Kotawaringin Timur,-2.537536373508974,112.94101118060833,15541.88,454515
62.03,62,Kalimantan Tengah,Kabupaten Kapuas,-2.9644660187868714,114.4161336148058,17033.54,417854
62.04,62,Kalimantan Tengah,Kabupaten Barito Selatan,-1.718998796838818,114.84513147281662,6267.084,137914
62.05,62,Kalimantan Tengah,Kabupaten Barito Utara,-0.9520746870429637,114.89845405524693,9984.808,159848
62.06,62,Kalimantan Tengah,Kabupaten Katingan,-1.8807186625388674,113.39917637503677,20380.503,181963
62.07,62,Kalimantan Tengah,Kabupaten Seruyan,-3.4138432398482084,112.54170361471685,15211.714,159849
62.08,62,Kalimantan Tengah,Kabupaten Sukamara,-2.7605344039108397,111.17662961478362,3310.13,67234
62.09,62,Kalimantan Tengah,Kabupaten Lamandau,-2.1848222337113796,111.42761967058787,7632.394,114257
62.10,62,Kalimantan Tengah,Kabupaten Gunung Mas,-1.1272585021152817,113.8438717306911,9305.756,134482
62.11,62,Kalimantan Tengah,Kabupaten Pulang Pisau,-2.7164345343156215,114.30473004401904,9650.158,144663
62.12,62,Kalimantan Tengah,Kabupaten Murung Raya,-0.6402071749256474,114.56874629288852,23575.328,124291
62.13,62,Kalimantan Tengah,Kabupaten Barito Timur,-2.115344993770098,115.16920098606302,3212.515,118665
62.71,62,Kalimantan Tengah,Kota Palangkaraya,-2.173996226380074,113.8802702994111,2848.699,315153
63.01,63,Kalimantan Selatan,Kabupaten Tanah Laut,-3.799466847049419,114.78255114131447,3841.157,369818
63.02,63,Kalimantan Selatan,Kabupaten Kotabaru,-3.2362388666435793,116.22797534143119,9345.91,332787
63.03,63,Kalimantan Selatan,Kabupaten Banjar,-3.408734828681626,114.84815554140891,4588.37,590393
63.04,63,Kalimantan Selatan,Kabupaten Barito Kuala,-2.9783388223443703,114.76579532814996,2425.829,329799
63.05,63,Kalimantan Selatan,Kabupaten Tapin,-2.932105977155375,115.16329842419783,2155.939,202061
63.06,63,Kalimantan Selatan,Kabupaten Hulu Sungai Selatan,-2.786510324118423,115.26594525712335,1697.224,239471
63.07,63,Kalimantan Selatan,Kabupaten Hulu Sungai Tengah,-2.584768110610726,115.38453172508864,1573.538,271505
63.08,63,Kalimantan Selatan,Kabupaten Hulu Sungai Utara,-2.4188734176622435,115.254335243741,907.491,238250
63.09,63,Kalimantan Selatan,Kabupaten Tabalong,-2.1643540668202728,115.38235677273519,3473.069,267787
63.10,63,Kalimantan Selatan,Kabupaten Tanah Bumbu,-3.4832399331677077,115.94681434136322,4884.861,357221
63.11,63,Kalimantan Selatan,Kabupaten Balangan,-2.36356752319171,115.47108222829301,1828.513,138950
63.71,63,Kalimantan Selatan,Kota Banjarmasin,-3.327490958483104,114.58899911265445,98.372,681693
63.72,63,Kalimantan Selatan,Kota Banjarbaru,-3.438617247106197,114.83106062806887,305.153,285546
64.01,64,Kalimantan Timur,Kabupaten Paser,-1.9104348021556423,116.19132949946525,10780.677,309667
64.02,64,Kalimantan Timur,Kabupaten Kutai Kartanegara,-0.4427799289927499,116.99867075751636,26912.065,806964
64.03,64,Kalimantan Timur,Kabupaten Berau,2.1500322293440193,117.50760061575453,20999.287,299005
64.07,64,Kalimantan Timur,Kabupaten Kutai Barat,-0.2365477692797606,115.69643256908253,13611.168,186581
64.08,64,Kalimantan Timur,Kabupaten Kutai Timur,0.5256821109783744,117.60821781465334,31572.691,448850
64.09,64,Kalimantan Timur,Kabupaten Penajam Paser Utara,-1.308203498951236,116.72690384014312,3197.199,202067
64.11,64,Kalimantan Timur,Kabupaten Mahakam Ulu,0.5056814783065791,115.27080682675607,18492.238,39715
64.71,64,Kalimantan Timur,Kota Balikpapan,-1.276337448127985,116.82776028626806,509.45,757418
64.72,64,Kalimantan Timur,Kota Samarinda,-0.491364825551253,117.14598009498553,716.783,881225
64.74,64,Kalimantan Timur,Kota Bontang,0.06954899217650308,117.44419874425222,160.2,191811
65.01,65,Kalimantan Utara,Kabupaten Bulungan,2.840859024940894,117.3980777424597,13719.983,170239
65.02,65,Kalimantan Utara,Kabupaten Malinau,3.5519331947811477,116.62208456556772,38901.819,87582
65.03,65,Kalimantan Utara,Kabupaten Nunukan,4.077076241826642,117.71891117176128,13549.868,227460
65.04,65,Kalimantan Utara,Kabupaten Tana Tidung,3.6022672070166344,116.90275124391299,3481.039,30036
65.71,65,Kalimantan Utara,Kota Tarakan,3.313742611777654,117.60485527164477,248.177,255310
71.01,71,Sulawesi Utara,Kabupaten Bolaang Mongondow,0.8706059890875782,124.02440439997804,3291.237,257378
71.02,71,Sulawesi Utara,Kabupaten Minahasa,1.3007636720213933,124.91086981555465,1128.25,330843
71.03,71,Sulawesi Utara,Kabupaten Kepulauan Sangihe,3.6124519530653463,125.49964284257182,596.459,135860
71.04,71,Sulawesi Utara,Kabupaten Kepulauan Talaud,4.005791698949146,126.68188419135473,1009.738,100376
71.05,71,Sulawesi Utara,Kabupaten Minahasa Selatan,1.213251206534312,124.59716997112689,1455.907,243297
71.06,71,Sulawesi Utara,Kabupaten Minahasa Utara,1.4590614069048187,124.97472972676134,992.981,229231
71.07,71,Sulawesi Utara,Kabupaten Minahasa Tenggara,1.0418132213011337,124.79762142886007,752.788,121554
71.08,71,Sulawesi Utara,Kabupaten Bolaang Mongondow Utara,0.9064567526907839,123.25905058744213,1643.863,88002
71.09,71,Sulawesi Utara,Kabupaten Kep. Siau Tagulandang Biaro,2.744597043553609,125.36228788467754,215.611,70528
71.10,71,Sulawesi Utara,Kabupaten Bolaang Mongondow Timur,0.7685233845178085,124.61317307103388,859.683,91344
71.11,71,Sulawesi Utara,Kabupaten Bolaang Mongondow Selatan,0.38353955588220484,124.04788389200526,1772.832,76105
71.71,71,Sulawesi Utara,Kota Manado,1.484553653349368,124.84912511558082,161.76,459409
71.72,71,Sulawesi Utara,Kota Bitung,1.4453964356838027,125.1819828268371,329.363,216026
71.73,71,Sulawesi Utara,Kota Tomohon,1.3145248488354484,124.82744674228223,169.064,103812
71.74,71,Sulawesi Utara,Kota Kotamobagu,0.743496821258547,124.31266847335326,108.893,121526
72.01,72,Sulawesi Tengah,Kabupaten Banggai,-0.9943229896836165,122.78853827900993,8241.143,377804
72.02,72,Sulawesi Tengah,Kabupaten Poso,-1.3952022331805114,120.75482448623922,7544.965,253350
72.03,72,Sulawesi Tengah,Kabupaten Donggala,-0.6784643651141344,119.75257412858682,5122.736,318613
72.04,72,Sulawesi Tengah,Kabupaten Toli-Toli,1.0184933341744755,120.79802306837281,3695.945,242783
72.05,72,Sulawesi Tengah,Kabupaten Buol,1.169077637159471,121.40975635779172,3719.205,162273
72.06,72,Sulawesi Tengah,Kabupaten Morowali,-2.480863226531761,121.93428529937842,4433.535,198968
72.07,72,Sulawesi Tengah,Kabupaten Banggai Kepulauan,-1.3119041730240604,123.29844358843701,2378.048,130008
72.08,72,Sulawesi Tengah,Kabupaten Parigi Moutong,-0.8054270040019127,120.16032341521101,5800.059,461576
72.09,72,Sulawesi Tengah,Kabupaten Tojo Una Una,-0.9146507390533831,121.588520770778,5565.953,173534
72.10,72,Sulawesi Tengah,Kabupaten Sigi,-1.0473982691058936,119.95034087728645,5225.435,273460
72.11,72,Sulawesi Tengah,Kabupaten Banggai Laut,-1.6062920063926547,123.4963867573023,680.306,77830
72.12,72,Sulawesi Tengah,Kabupaten Morowali Utara,-1.9772829228540625,121.33550832771283,8733.733,154004
72.71,72,Sulawesi Tengah,Kota Palu,-0.8999595654952609,119.89102154408883,355.92,395291
73.01,73,Sulawesi Selatan,Kabupaten Kepulauan Selayar,-6.120175497106447,120.46634581441285,1163.383,143096
73.02,73,Sulawesi Selatan,Kabupaten Bulukumba,-5.558243996799272,120.19308054104557,1175.562,480672
73.03,73,Sulawesi Selatan,Kabupaten Bantaeng,-5.5531536726224795,119.96718599882868,390.95,217267
73.04,73,Sulawesi Selatan,Kabupaten Jeneponto,-5.67694518150875,119.74938992549147,795.131,423005
73.05,73,Sulawesi Selatan,Kabupaten Takalar,-5.4254592918321345,119.44063086993823,553.206,332863
73.06,73,Sulawesi Selatan,Kabupaten Gowa,-5.199807421044581,119.45319036991962,1812.988,825369
73.07,73,Sulawesi Selatan,Kabupaten Sinjai,-5.119898627419877,120.2354438144652,865.695,276269
73.08,73,Sulawesi Selatan,Kabupaten Bone,-4.539251732825663,120.30925454114436,4568.033,827372
73.09,73,Sulawesi Selatan,Kabupaten Maros,-5.01614872131246,119.57445936973654,1443.788,414406
73.10,73,Sulawesi Selatan,Kabupaten Pangkajene dan Kepulauan,-4.845732154757298,119.5598290821929,883.553,361791
73.11,73,Sulawesi Selatan,Kabupaten Barru,-4.4140407769508325,119.61729394119529,1201.322,196001
73.12,73,Sulawesi Selatan,Kabupaten Soppeng,-4.3644497502828505,119.89777167015757,1385.546,241333
73.13,73,Sulawesi Selatan,Kabupaten Wajo,-4.1120716633903855,120.02715621245426,2505.492,400699
73.14,73,Sulawesi Selatan,Kabupaten Sidenreng Rappang,-3.933052597666273,119.76930544132097,1935.326,332560
73.15,73,Sulawesi Selatan,Kabupaten Pinrang,-3.809259094007871,119.65000307873112,1895.008,423146
73.16,73,Sulawesi Selatan,Kabupaten Enrekang,-3.588329898134274,119.77030102200364,1806.816,234470
73.17,73,Sulawesi Selatan,Kabupaten Luwu,-3.394691969745157,120.36551044795807,2901.696,385361
73.18,73,Sulawesi Selatan,Kabupaten Tana Toraja,-3.0865430500830704,119.85708269925097,2043.623,258934
73.22,73,Sulawesi Selatan,Kabupaten Luwu Utara,-2.5498538223374445,120.34615805711422,7422.257,335161
73.24,73,Sulawesi Selatan,Kabupaten Luwu Timur,-2.6162481191655704,121.12410632820034,6745.772,323422
73.26,73,Sulawesi Selatan,Kabupaten Toraja Utara,-2.9736212067823917,119.89482069925177,1289.134,266513
73.71,73,Sulawesi Selatan,Kota Makassar,-5.133215561201631,119.40783685662606,177.174,1482354
73.72,73,Sulawesi Selatan,Kota Parepare,-4.027782140067662,119.63332752802752,89.626,163314
73.73,73,Sulawesi Selatan,Kota Palopo,-3.008386458063242,120.20156382818331,272.894,182898
74.01,74,Sulawesi Tenggara,Kabupaten Kolaka,-4.060808748107698,121.61611935687937,2958.87,257733
74.02,74,Sulawesi Tenggara,Kabupaten Konawe,-3.854233561558946,122.04272734128605,5352.922,269128
74.03,74,Sulawesi Tenggara,Kabupaten Muna,-4.797870620269443,122.71895870272489,1856.91,233470
74.04,74,Sulawesi Tenggara,Kabupaten Buton,-5.495773575456685,122.84013943527818,1664.982,122024
74.05,74,Sulawesi Tenggara,Kabupaten Konawe Selatan,-4.332035736807719,122.28131524347981,4234.214,332389
74.06,74,Sulawesi Tenggara,Kabupaten Bombana,-4.747234642989351,122.0110926542551,3291.922,168055
74.07,74,Sulawesi Tenggara,Kabupaten Wakatobi,-5.328300233247569,23.5389007621827,450.8,118793
74.08,74,Sulawesi Tenggara,Kabupaten Kolaka Utara,-3.4901354632505868,120.88752770777094,2931.677,143604
74.09,74,Sulawesi Tenggara,Kabupaten Konawe Utara,-3.51235292694681,122.11073191638067,4219.214,83449
74.10,74,Sulawesi Tenggara,Kabupaten Buton Utara,-4.8010073959736,122.98309527349197,1752.37,74718
74.11,74,Sulawesi Tenggara,Kabupaten Kolaka Timur,-4.000510057990807,121.8619498140791,3992.531,130691
74.12,74,Sulawesi Tenggara,Kabupaten Konawe Kepulauan,-4.052608169270012,122.9885847942083,704.184,44091
74.13,74,Sulawesi Tenggara,Kabupaten Muna Barat,-4.7917142624455,122.49418357893698,816.717,91571
74.14,74,Sulawesi Tenggara,Kabupaten Buton Tengah,-5.316413937156861,122.53197889106548,835.562,121745
74.15,74,Sulawesi Tenggara,Kabupaten Buton Selatan,-5.608164675860151,122.6006216432974,516.479,102881
74.71,74,Sulawesi Tenggara,Kota Kendari,-3.9729017385837686,122.51174077056197,265.845,366454
74.72,74,Sulawesi Tenggara,Kota Bau Bau,-5.485071885684611,122.58479937279147,294.104,163793
75.01,75,Gorontalo,Kabupaten Gorontalo,0.6290030224702096,122.98093758487616,2160.183,423981
75.02,75,Gorontalo,Kabupaten Boalemo,0.5292719285160986,122.34754187571235,1831.637,152851
75.03,75,Gorontalo,Kabupaten Bone Bolango,0.5574113394247833,123.14391729846989,1888.935,174788
75.04,75,Gorontalo,Kabupaten Pohuwato,0.7055277999999999,121.71954589999996,4370.656,162989
75.05,75,Gorontalo,Kabupaten Gorontalo Utara,0.7909498464253044,122.86871529758803,1702.746,131991
75.71,75,Gorontalo,Kota Gorontalo,0.5319060577592112,123.0595026528477,70.825,204360
76.01,76,Sulawesi Barat,Kabupaten Pasangkayu,-1.1737447997757244,119.37723724714068,2901.704,183376
76.02,76,Sulawesi Barat,Kabupaten Mamuju,-2.6897491591296983,118.88453367460207,4942.041,288382
76.03,76,Sulawesi Barat,Kabupaten Mamasa,-2.9556254753926536,119.36286435705937,3016.13,167611
76.04,76,Sulawesi Barat,Kabupaten Polewali Mandar,-3.4077171800221633,119.31115423620673,2074.191,492339
76.05,76,Sulawesi Barat,Kabupaten Majene,-3.548096071882418,118.95929449246914,900.525,190223
76.06,76,Sulawesi Barat,Kabupaten Mamuju Tengah,-2.08191948325633,119.30101480907719,2756.076,144810
81.01,81,Maluku,Kabupaten Maluku Tengah,-3.3042648189510224,128.95408633796967,8253.421,432361
81.02,81,Maluku,Kabupaten Maluku Tenggara,-5.682916545472394,132.71727708818904,1016.082,129169
81.03,81,Maluku,Kabupaten Kepulauan Tanimbar,-7.970115508208761,131.3122650572608,4427.811,132337
81.04,81,Maluku,Kabupaten Buru,-3.2591745680268827,127.10278183791851,4914.066,142347
81.05,81,Maluku,Kabupaten Seram Bagian Timur,-3.10374969502556,130.4886076064629,5725.513,140972
81.06,81,Maluku,Kabupaten Seram Bagian Barat,-3.066663330229327,128.23003905355495,5014.238,217389
81.07,81,Maluku,Kabupaten Kepulauan Aru,-5.775177775557766,134.21458787827214,8090.792,112531
81.08,81,Maluku,Kabupaten Maluku Barat Daya,-8.148038324123522,127.8015502463786,4542.633,97020
81.09,81,Maluku,Kabupaten Buru Selatan,-3.8377899371827398,126.73425882890845,3677.854,81329
81.71,81,Maluku,Kota Ambon,-3.6943237268737126,128.1813033560866,236.713,359661
81.72,81,Maluku,Kota Tual,-5.6346805376740114,132.75172074301332,234.709,90470
82.01,82,Maluku Utara,Kabupaten Halmahera Barat,1.0804684023803615,127.48015504022084,2237.391,139764
82.02,82,Maluku Utara,Kabupaten Halmahera Tengah,0.3304236239764005,127.87025115227507,2272.261,106500
82.03,82,Maluku Utara,Kabupaten Halmahera Utara,1.728187436226181,127.99219712155028,3402.937,206233
82.04,82,Maluku Utara,Kabupaten Halmahera Selatan,-0.6454745703649585,127.50498392309089,8102,258564
82.05,82,Maluku Utara,Kabupaten Kepulauan Sula,-2.0069779241586523,125.96414541579409,1777.021,100635
82.06,82,Maluku Utara,Kabupaten Halmahera Timur,0.6774434668568071,128.2840838248518,6487.633,100473
82.07,82,Maluku Utara,Kabupaten Pulau Morotai,2.0132967093802083,128.2837176160731,2337.256,82913
82.08,82,Maluku Utara,Kabupaten Pulau Taliabu,-1.9474435273583983,124.3872161387243,2984.011,66361
82.71,82,Maluku Utara,Kota Ternate,0.7857513986405484,127.38784601086685,162.04,210836
82.72,82,Maluku Utara,Kota Tidore Kepulauan,0.671565379994557,127.44672305015295,1703.427,121952
91.03,91,Papua,Kabupaten Jayapura,-2.5498717752817006,140.47710271224273,14081.935,203772
91.05,91,Papua,Kabupaten Kepulauan Yapen,-1.874066803353508,136.23707760338652,2425.374,116214
91.06,91,Papua,Kabupaten Biak Numfor,-1.170708606082667,136.0901928711222,2258.863,150318
91.10,91,Papua,Kabupaten Sarmi,-1.8685726776038396,138.74422616800342,NULL,45084
91.11,91,Papua,Kabupaten Keerom,-2.9087252628071565,140.77334129532647,9526.315,74332
91.15,91,Papua,Kabupaten Waropen,-2.2408409305863604,136.3794501810602,10781.037,38840
91.19,91,Papua,Kabupaten Supiori,-0.730681951344063,135.7326415849256,660.681,27965
91.20,91,Papua,Kabupaten Mamberamo Raya,-2.3708064074858095,138.04986837362105,NULL,41036
91.71,91,Papua,Kota Jayapura,-2.5626261642155557,140.69263309579875,835.439,404799
92.02,92,Papua Barat,Kabupaten Manokwari,-0.8908143771517435,134.04012022193126,2764.187,205212
92.03,92,Papua Barat,Kabupaten Fak Fak,-2.928858303144004,132.29363471143284,9735.003,93997
92.06,92,Papua Barat,Kabupaten Teluk Bintuni,-2.0349716122196853,133.73180639786548,84205,84205
92.07,92,Papua Barat,Kabupaten Teluk Wondama,-2.8276928485593285,134.53572347142966,4847.951,47494
92.08,92,Papua Barat,Kabupaten Kaimana,-3.6396913935577087,133.74006737885003,17878.913,64938
92.11,92,Papua Barat,Kabupaten Manokwari Selatan,-1.5063952702108039,134.16864333913085,39026,39026
92.12,92,Papua Barat,Kabupaten Pegunungan Arfak,-1.3250472221470158,133.9165696939254,3298.811,41383
93.01,93,Papua Selatan,Kabupaten Merauke,-8.508696154665504,140.40967635178788,45016.452,255168
93.02,93,Papua Selatan,Kabupaten Boven Digoel,-6.100403916696958,140.32061122283034,23558.272,71997
93.03,93,Papua Selatan,Kabupaten Mappi,-6.5281463061129115,139.3192523694171,24265.584,114153
93.04,93,Papua Selatan,Kabupaten Asmat,-5.5409474839359305,138.13682960832256,25018.661,120902
94.01,94,Papua Tengah,Kabupaten Nabire,-3.363365864105701,135.50389107766932,11801.987,179174
94.02,94,Papua Tengah,Kabupaten Puncak Jaya,-3.716207542016092,137.98781735692376,5986.19,220393
94.03,94,Papua Tengah,Kabupaten Paniai,-3.941435318407964,136.4216307854296,5306.871,125763
94.04,94,Papua Tengah,Kabupaten Mimika,-4.4558567246897995,136.85372895723708,18309.723,318679
94.05,94,Papua Tengah,Kabupaten Puncak,-3.971608513617806,137.64179825141554,7701.031,178072
94.06,94,Papua Tengah,Kabupaten Dogiyai,-4.004608084689695,136.0377620012195,3792.928,116706
94.07,94,Papua Tengah,Kabupaten Intan Jaya,-3.7405289181387547,137.04395179418287,5334.445,137696
94.08,94,Papua Tengah,Kabupaten Deiyai,-4.032249309755539,136.29899153745475,2846.412,92629
95.01,95,Papua Pegunungan,Kabupaten Jayawijaya,-4.099306801793126,138.94314903715775,2629.01,276288
95.02,95,Papua Pegunungan,Kabupaten Pegunungan Bintang,-4.890902753435135,140.6399248830013,13751.915,114581
95.03,95,Papua Pegunungan,Kabupaten Yahukimo,-4.886949804165835,139.52051776219918,16365.938,356021
95.04,95,Papua Pegunungan,Kabupaten Tolikara,-3.682250900207365,138.4734846330228,4285.333,252031
95.05,95,Papua Pegunungan,Kabupaten Mamberamo Tengah,-3.671617193020148,139.06076334013963,4101.486,50128
95.06,95,Papua Pegunungan,Kabupaten Yalimo,-3.7788529007356377,139.38315671497205,3148.308,105374
95.07,95,Papua Pegunungan,Kabupaten Lanny Jaya,-3.923598745963506,138.4495844424401,2339.775,203922
95.08,95,Papua Pegunungan,Kabupaten Nduga,-4.406940530605307,138.23935476923037,5886.891,112173
96.01,96,Papua Barat Daya,Kabupaten Sorong,-0.9881558893864777,131.36621325742883,7565.039,129669
96.02,96,Papua Barat Daya,Kabupaten Sorong Selatan,-1.4752482751322984,132.08562214178235,6559.597,56979
96.03,96,Papua Barat Daya,Kabupaten Raja Ampat,-0.41850625897138194,130.82879113180778,7425.239,72865
96.04,96,Papua Barat Daya,Kabupaten Tambrauw,-0.4973012250548381,132.08809753102656,11961.745,31041
96.05,96,Papua Barat Daya,Kabupaten Maybrat,-1.257254042993835,132.49862338124385,5385.679,46604
96.71,96,Papua Barat Daya,Kota Sorong,-0.881124482673792,131.28763959924163,205.759,286028
