kabkota,kecamatan,level_portal,npsn,school,address,kelurahan,status,profile
Kabupaten Bandung Barat,Rongga,dikdas,60709600,MIS AL-FAJRI,Kp. Lampegan RT. 02/12,Sukamanah,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709600
Kabupaten Bandung Barat,Rongga,dikdas,60709606,MIS AL-HIDAYAH RONGGA,Kp. Ciseupan RT. 04/04,Cibedug,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709606
Kabupaten Bandung Barat,Rongga,dikdas,60709609,MIS AL-IRFAN,KP.LEBAKMUNCANG RT.01.RW.02,Cibedug,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709609
Kabupaten Bandung Barat,Rongga,dikdas,60709608,MIS AL-MUBAROKAH,Kp Cicadas II RT 02 RW 09,Sukamanah,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709608
Kabupaten Bandung Barat,Rongga,dikdas,69819527,MIS Al-Muhtadin,Kp. Soreang RT 02 RW 10 Ds. Cibitung,Cibitung,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69819527
Kabupaten Bandung Barat,Rongga,dikdas,60709607,MIS AL-MUNAWAROH,Kp.Cikupa RT.03/06,Cicadas,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709607
Kabupaten Bandung Barat,Rongga,dikdas,60709601,MIS BOJONG,Kp. Haurwangi rt 05 rw 03,Kec. Rongga,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709601
Kabupaten Bandung Barat,Rongga,dikdas,60709602,MIS CANGKUANG,Kp. Langkob Rt 03/04,Kec. Rongga,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709602
Kabupaten Bandung Barat,Rongga,dikdas,60709603,MIS CIBITUNG,Kp. Cilengsar RT. 01/09,Sukaresmi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709603
Kabupaten Bandung Barat,Rongga,dikdas,60709604,MIS MUSLIMIN CINENGAH,Kp. Wargasaluyu RT.01 RW.17 Ds. Cinengah,Cinengah,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709604
Kabupaten Bandung Barat,Rongga,dikdas,60709610,MIS PASIR BANDUNG,KP.RANCA RT.03/13,Cibitung,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709610
Kabupaten Bandung Barat,Rongga,dikdas,60709605,MIS RASAMALA,Kp. Neglasari RT 02 RW 08,Bojongsalam,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709605
Kabupaten Bandung Barat,Rongga,dikdas,69983099,MTSS AL MUBARKAH,Kp. Pasir Buleud RT 02 RW 04,Cinengah,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69983099
Kabupaten Bandung Barat,Rongga,dikdas,20276204,MTSS AL-IKHLAS BABAKANTALANG,Kp. Babakantalang Rt 03 Rw 01,Kec. Rongga,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20276204
Kabupaten Bandung Barat,Rongga,dikdas,20279484,MTSS AL-MUNAWAROH,Kp. Cikupa Rt 03 Rw 06,Kec. Rongga,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279484
Kabupaten Bandung Barat,Rongga,dikdas,60727386,MTSS ANNUR HIDAYAH,Kp. Cilengsar Rt 01 Rw 09,Sukaresmi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60727386
Kabupaten Bandung Barat,Rongga,dikdas,20279485,MTSS MUSLIMIN SUKARESMI,Kp. Pamoyanan Rt 02 Rw 20,Sukamanah,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279485
Kabupaten Bandung Barat,Rongga,dikdas,20206702,SD NEGERI 1 BABAKANTALANG,Kp. Cigombong RT.4 RW.13,Cibedug,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206702
Kabupaten Bandung Barat,Rongga,dikdas,20207005,SD NEGERI 1 BOJONG,Jl. Pasar Bojong No.56 RT.3 RW.4,Bojong,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207005
Kabupaten Bandung Barat,Rongga,dikdas,20207995,SD NEGERI 1 CIBEDUG,Kp. Nunuk RT. 03 RW. 05,Cibedug,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207995
Kabupaten Bandung Barat,Rongga,dikdas,20207541,SD NEGERI 1 CIMAREL,Kp. Campaka,Sukaresmi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207541
Kabupaten Bandung Barat,Rongga,dikdas,20205933,SD NEGERI 1 SUKARESMI,Kp. Cibaros RT.02 RW.08,Sukaresmi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205933
Kabupaten Bandung Barat,Rongga,dikdas,20206701,SD NEGERI 2 BABAKANTALANG,Kp. Babakan RT.2 RW.12,Sukamanah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206701
Kabupaten Bandung Barat,Rongga,dikdas,20207001,SD NEGERI 2 BOJONG,Kp. Lengsar,Bojong,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207001
Kabupaten Bandung Barat,Rongga,dikdas,20207994,SD NEGERI 2 CIBEDUG,Kp. Pasir Bakti,Cibedug,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207994
Kabupaten Bandung Barat,Rongga,dikdas,20207551,SD NEGERI 2 CIMAREL,Kp. Babakan Jampang RT.2 RW.5,Cibitung,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207551
Kabupaten Bandung Barat,Rongga,dikdas,20206031,SD NEGERI 2 SUKARESMI,Kp. Pasirdari RT.3 RW.10,Sukaresmi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206031
Kabupaten Bandung Barat,Rongga,dikdas,20206961,SD NEGERI BANYURESMI,PTPN VIII Montaya,Cibedug,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206961
Kabupaten Bandung Barat,Rongga,dikdas,20206995,SD NEGERI BINAKARYA,Kp. Cibarengkok RT.3 RW.4,Cicadas,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206995
Kabupaten Bandung Barat,Rongga,dikdas,20208033,SD NEGERI CIBADAK,Kp. Pasir Gombong RT.1 RW.7,Cibitung,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208033
Kabupaten Bandung Barat,Rongga,dikdas,20227522,SD NEGERI CIBITUNG,Kp. Bojong Lame RT.3 RW.2,Cibitung,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20227522
Kabupaten Bandung Barat,Rongga,dikdas,20207902,SD NEGERI CICADAS,Kp. Cicadas RT.2 RW.6,Cicadas,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207902
Kabupaten Bandung Barat,Rongga,dikdas,20208210,SD NEGERI CIJAMBU,Kp. Cijambu RT.1 RW.5,Cinengah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208210
Kabupaten Bandung Barat,Rongga,dikdas,20252021,SD NEGERI CILAME,Kp. Pasir Lengka RT.1 RW.1,Cibitung,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20252021
Kabupaten Bandung Barat,Rongga,dikdas,20207621,SD NEGERI CINENGAH,Jl. Raya Genggong RT.3 RW.14,Cinengah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207621
Kabupaten Bandung Barat,Rongga,dikdas,20207724,SD NEGERI GAPURAWINAYA,Kp. Citunagan RT 2 RW 8 Desa Sukamanah Rongga,Sukamanah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207724
Kabupaten Bandung Barat,Rongga,dikdas,20207703,SD NEGERI GENTRAMUKTI,Kp. Cimahpar RT.1 RW.11,Cicadas,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207703
Kabupaten Bandung Barat,Rongga,dikdas,20207701,SD NEGERI GIRIMUKTI,Kp. Lembur Sawah RT.1 RW.1,Sukaresmi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207701
Kabupaten Bandung Barat,Rongga,dikdas,20207681,SD NEGERI GIRISARI,Kp. Rasamala RT.4 RW.9,Bojongsalam,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207681
Kabupaten Bandung Barat,Rongga,dikdas,20207680,SD NEGERI GIRIWANGI,Kp. Cirumamis RT..02 RW.09,Cinengah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207680
Kabupaten Bandung Barat,Rongga,dikdas,20205523,SD NEGERI HEGARMANAH,Kp. Cageundang RT.4 RW.1,Cinengah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205523
Kabupaten Bandung Barat,Rongga,dikdas,20205739,SD NEGERI KUBANGSARI,KP. Cicalengka RT.2 RW.1,Cicadas,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205739
Kabupaten Bandung Barat,Rongga,dikdas,20205831,SD NEGERI LANGENSARI,Jl. Raya Cibedug Kp. Lebaksaat,Cibedug,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205831
Kabupaten Bandung Barat,Rongga,dikdas,20227547,SD NEGERI NURUL SALAM,Kp. Kawung Luwuk RT.1 RW.1,Sukamanah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20227547
Kabupaten Bandung Barat,Rongga,dikdas,20205342,SD NEGERI PALASARI,Kp. Palasari RT/RW. 01/07,Sukamanah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205342
Kabupaten Bandung Barat,Rongga,dikdas,20206380,SD NEGERI PUSPAINDAH,Kp. Lebakmuncang RT.2 RW.3,Sukamanah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206380
Kabupaten Bandung Barat,Rongga,dikdas,20206597,SD NEGERI SINDANGSARI,Kp. Sindangpalay RT.2 RW.12,Bojong,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206597
Kabupaten Bandung Barat,Rongga,dikdas,20206493,SD NEGERI SUKAMANAH,KP. Cikawung RT.4 RW.10,Sukamanah,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206493
Kabupaten Bandung Barat,Rongga,dikdas,20205861,SD NEGERI TAMANSARI,Kp. Pamoyanan RT.1 RW.5,Sukaresmi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205861
Kabupaten Bandung Barat,Rongga,dikdas,20205930,SD NEGERI TONJONG,Kp. Tonjong,Cibitung,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205930
Kabupaten Bandung Barat,Rongga,dikdas,20252493,SMP HARAPAN CIBITUNG RONGGA,Kp. Bojonglame Rt.02/ Rw.03 Cibitung,Cibitung,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20252493
Kabupaten Bandung Barat,Rongga,dikdas,69989081,SMP IT AL FATIH RONGGA,Kp. Kubang RT 03 RW 18,Sukaresmi,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69989081
Kabupaten Bandung Barat,Rongga,dikdas,20227703,SMP MUSLIMIN RONGGA,Kp. Genggong Rt.01 Rw.16,Cinengah,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20227703
Kabupaten Bandung Barat,Rongga,dikdas,69949928,SMP NAZWA,KP. CIKAWUNG RT.04 RW.10,Sukamanah,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69949928
Kabupaten Bandung Barat,Rongga,dikdas,20253569,SMP NEGERI 1 RONGGA,Jl. Sindangpalay,Bojong,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20253569
Kabupaten Bandung Barat,Rongga,dikdas,20267630,SMP NEGERI 2 RONGGA,KP. RASAMALA,Bojongsalam,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20267630
Kabupaten Bandung Barat,Rongga,dikdas,20267629,SMP NEGERI 3 RONGGA,JL.MALELA,Cicadas,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20267629
Kabupaten Bandung Barat,Rongga,dikdas,20279909,SMP NEGERI SATU ATAP CIMAREL,Kp. Cimarel,Sukaresmi,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279909
Kabupaten Bandung Barat,Rongga,dikdas,20279904,SMP PASUNDAN RONGGA,KP. TONJONG,Cibitung,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279904
Kabupaten Bandung Barat,Gununghalu,dikdas,60709548,MIS AL-BADAR,Kp. Cintangkorek Rt 02 Rw 15,Tamanjaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709548
Kabupaten Bandung Barat,Gununghalu,dikdas,60709570,MIS AL-FAUZIAH,KP. CIBURIAL RT 02/06 DESA CELAK,Celak,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709570
Kabupaten Bandung Barat,Gununghalu,dikdas,60709572,MIS AL-IKHLAS,Kp. Ciharendong RT 02 RW 04,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709572
Kabupaten Bandung Barat,Gununghalu,dikdas,60709571,MIS AL-INABAH,Kp.Ciranjang RT.04/14,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709571
Kabupaten Bandung Barat,Gununghalu,dikdas,60709549,MIS BOJONGSALAM,Kp. Bojongsalam RT 01/03,Celak,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709549
Kabupaten Bandung Barat,Gununghalu,dikdas,60709550,MIS CELAK I,Kp. Majelis RT 02/13,Celak,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709550
Kabupaten Bandung Barat,Gununghalu,dikdas,60709551,MIS CELAK II,Kp. Tegalaja RT 03/10,Celak,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709551
Kabupaten Bandung Barat,Gununghalu,dikdas,60709553,MIS CIHIDEUNG,Kp. Cihideung RT 01/09,Kec. Gununghalu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709553
Kabupaten Bandung Barat,Gununghalu,dikdas,60709554,MIS CIKARUNDUNG,Kp. Cikarundung RT 01/08,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709554
Kabupaten Bandung Barat,Gununghalu,dikdas,60709555,MIS CILANANG,Kp. SAWAHLEGA RT.02 RW.11,Wargasaluyu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709555
Kabupaten Bandung Barat,Gununghalu,dikdas,60709556,MIS CILANGARI,Kp. Cilangari Rt 01/ 11,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709556
Kabupaten Bandung Barat,Gununghalu,dikdas,60709557,MIS CIPAKU,Kp. Cipaku RT 02/10 Gununghalu,Kec. Gununghalu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709557
Kabupaten Bandung Barat,Gununghalu,dikdas,60709559,MIS GUNUNGHALU,KP.BATUKORSI RT 02/26,Gununghalu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709559
Kabupaten Bandung Barat,Gununghalu,dikdas,60709560,MIS KUBANG,Kp. Kubang RT 01/17,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709560
Kabupaten Bandung Barat,Gununghalu,dikdas,60709552,MIS MUSLIMIN CIBODAS,Kp. Cibodas RT 01/14,Kec. Gununghalu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709552
Kabupaten Bandung Barat,Gununghalu,dikdas,60709561,MIS MUSLIMIN CISURU,Kp. Pasirpeundeuy RT 01/02,Sukasari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709561
Kabupaten Bandung Barat,Gununghalu,dikdas,60709558,MIS MUSLIMIN CISUTA,Kp. Cisuta RT 01/10,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709558
Kabupaten Bandung Barat,Gununghalu,dikdas,60709562,MIS NAGROG,Kp. Nagrog RT 01/03,Kec. Gununghalu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709562
Kabupaten Bandung Barat,Gununghalu,dikdas,60709563,MIS NEGLASARI,Kp.Neglasari Rt.02 Rw.01,Bunijaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709563
Kabupaten Bandung Barat,Gununghalu,dikdas,60709564,MIS NURUL HIKMAH,KP.LAMPEGAN RT 05-01,Wargasaluyu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709564
Kabupaten Bandung Barat,Gununghalu,dikdas,60709574,MIS NURUL IKHLAS,Kp. Cirawa Rt 01/05,Sirnajaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709574
Kabupaten Bandung Barat,Gununghalu,dikdas,60709573,MIS NURUL QOLBI,KP. KUBANGPARI RT.03/08,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709573
Kabupaten Bandung Barat,Gununghalu,dikdas,60709565,MIS SELAJAMBE,Kp. Selajambe RT 03/16,Sukasari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709565
Kabupaten Bandung Barat,Gununghalu,dikdas,60709566,MIS SINDANGSALAM,Kp. Sindangsalam RT 01/06 Desa Sirnajaya,Sirnajaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709566
Kabupaten Bandung Barat,Gununghalu,dikdas,60709567,MIS SINDANGSARI 1,Kp. Sindangsari RT 01 RW 03,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709567
Kabupaten Bandung Barat,Gununghalu,dikdas,60709568,MIS SINDANGSARI II,Kp. Pasir Puspa RT 04/02,Sukasari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709568
Kabupaten Bandung Barat,Gununghalu,dikdas,60709569,MIS SODONG,Kp. Sodong RT 01/06,Sukasari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60709569
Kabupaten Bandung Barat,Gununghalu,dikdas,20279461,MTsN 3 Bandung Barat,Jl. Raya Gununghalu Km 47,Celak,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279461
Kabupaten Bandung Barat,Gununghalu,dikdas,20279462,MTSS AL QOMARIAH,Kp. Cikabodas Rt 01 Rw 01,Tamanjaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279462
Kabupaten Bandung Barat,Gununghalu,dikdas,20279466,MTSS AL-BADAR,Kp. Pasir Satu RT.02/07,Tamanjaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279466
Kabupaten Bandung Barat,Gununghalu,dikdas,60727384,MTSS AL-INAYAH,Kp. Sindangsari Rt 02 Rw 03,Cilangari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/60727384
Kabupaten Bandung Barat,Gununghalu,dikdas,69927376,MTsS Assa`adah,Kp. Taman Mulya Rt 01 Rw 14,Celak,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69927376
Kabupaten Bandung Barat,Gununghalu,dikdas,20279468,MTSS ASSYAFI IYAH,Kp. Tegalaja Rt 03 Rw 10,Celak,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279468
Kabupaten Bandung Barat,Gununghalu,dikdas,20279467,MTSS AT- THALIB,Kp. Cipaku Rt 02 Rw 10,Kec. Gununghalu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279467
Kabupaten Bandung Barat,Gununghalu,dikdas,20279463,MTSS BUNIJAYA,Jl. Raya Bunijaya Kp Babakan Rt 03 Rw 05,Bunijaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279463
Kabupaten Bandung Barat,Gununghalu,dikdas,20279465,MTSS MIFTAHUL ULUM SINDANGSALAM,Kp. Sindangsalam Rt 01 Rw 06,Sindangjaya,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279465
Kabupaten Bandung Barat,Gununghalu,dikdas,20279464,MTSS NURUL HIKMAH,Kp. Lampegan Rt 05 Rw 01,Wargasaluyu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20279464
Kabupaten Bandung Barat,Gununghalu,dikdas,69927378,MTsS Riyadlussalam,Kp. Sasakluhur Rt 01 Rw 06,Wargasaluyu,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69927378
Kabupaten Bandung Barat,Gununghalu,dikdas,69976304,NURUL HUDA GUNUNGHALU,Kp. Bungur RT 03/07,Sukasari,SWASTA,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/69976304
Kabupaten Bandung Barat,Gununghalu,dikdas,20207989,SD NEGERI 1 BUNIJAYA,Jl. Raya Bunijaya RT.02 RW.03,Bunijaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207989
Kabupaten Bandung Barat,Gununghalu,dikdas,20208027,SD NEGERI 1 CELAK,Kp. Jambuhala RT.01 RW.02,Celak,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208027
Kabupaten Bandung Barat,Gununghalu,dikdas,20208103,SD NEGERI 1 CILANGARI,Kp. Tegalega RT.002 RW.008,Cilangari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208103
Kabupaten Bandung Barat,Gununghalu,dikdas,20205546,SD NEGERI 1 GUNUNGHALU,Jl. Raya Gununghalu No. 635 RT.02 RW.02,Sirnajaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205546
Kabupaten Bandung Barat,Gununghalu,dikdas,20206473,SD NEGERI 1 SODONG,Kp. Cikabodas RT.02 RW.01,Tamanjaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206473
Kabupaten Bandung Barat,Gununghalu,dikdas,20207976,SD NEGERI 2 BUNIJAYA,Kp. Warungkupa RT.04 RW.07,Bunijaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207976
Kabupaten Bandung Barat,Gununghalu,dikdas,20208026,SD NEGERI 2 CELAK,Kp. Jambuhala RT. 01 RW.02,Celak,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208026
Kabupaten Bandung Barat,Gununghalu,dikdas,20208102,SD NEGERI 2 CILANGARI,Kp. Neglasari RT.02 RW.13,Cilangari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208102
Kabupaten Bandung Barat,Gununghalu,dikdas,20205565,SD NEGERI 2 GUNUNGHALU,Kp. Pasir Jaya RT.03 RW.17,Gununghalu,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205565
Kabupaten Bandung Barat,Gununghalu,dikdas,20206472,SD NEGERI 2 SODONG,Kp. Nagrak RT. 01 RW. 13,Tamanjaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206472
Kabupaten Bandung Barat,Gununghalu,dikdas,20205577,SD NEGERI 3 GUNUNGHALU,Kp. Legok Kondang RT.01 RW.22,Sirnajaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205577
Kabupaten Bandung Barat,Gununghalu,dikdas,20206693,SD NEGERI BABAKAN SIRNA,Kp. Leuwi Panto RT.01 RW.06,Cilangari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206693
Kabupaten Bandung Barat,Gununghalu,dikdas,20206984,SD NEGERI BAKTIMULYA,Kp. Pasirpeusing RT.03 RW.12,Sirnajaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206984
Kabupaten Bandung Barat,Gununghalu,dikdas,20207941,SD NEGERI CIBEUREUM,Kp. Cibeureum RT.04 RW.07,Wargasaluyu,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207941
Kabupaten Bandung Barat,Gununghalu,dikdas,20207921,SD NEGERI CIBULUH,Kp. Cicurug RT.01 RW.17,Sirnajaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207921
Kabupaten Bandung Barat,Gununghalu,dikdas,20208216,SD NEGERI CIHARENDONG,Kp. Cinangka RT.01 RW.18,Bunijaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208216
Kabupaten Bandung Barat,Gununghalu,dikdas,20208054,SD NEGERI CIKAWUNG,Kp. Cikawung RT.01 RW.18,Tamanjaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20208054
Kabupaten Bandung Barat,Gununghalu,dikdas,20207461,SD NEGERI CIPAKU,Kp. Pasir Ongret RT.04 RW.24,Gununghalu,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207461
Kabupaten Bandung Barat,Gununghalu,dikdas,20207450,SD NEGERI CIPAYUNG,Kp. Pasirceuri RT.01 RW.22,Gununghalu,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207450
Kabupaten Bandung Barat,Gununghalu,dikdas,20207489,SD NEGERI CIPTALAKSANA,Kp. Pasir Waru RT.01 RW.13,Celak,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207489
Kabupaten Bandung Barat,Gununghalu,dikdas,20207769,SD NEGERI CISITU,Kp. Cisitu RT.04 RW.02,Sindangjaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20207769
Kabupaten Bandung Barat,Gununghalu,dikdas,20205104,SD NEGERI NEGLASARI,Jl. Raya Gununghalu No.610 RT.03 RW.16,Gununghalu,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205104
Kabupaten Bandung Barat,Gununghalu,dikdas,20205236,SD NEGERI PARATAG,Kp. Paratag RT.01 RW.21,Gununghalu,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20205236
Kabupaten Bandung Barat,Gununghalu,dikdas,20206374,SD NEGERI PASIRLEMU,Kp. Pasirlemu RT.01 RW.01,Gununghalu,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206374
Kabupaten Bandung Barat,Gununghalu,dikdas,20206379,SD NEGERI PUSPAENDAH,Kp. Angkum RT.03/RW.07,Sirnajaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206379
Kabupaten Bandung Barat,Gununghalu,dikdas,20206613,SD NEGERI SINDANGPALAY,Kp. Sindangpalay RT.03 RW.01,Cilangari,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206613
Kabupaten Bandung Barat,Gununghalu,dikdas,20206457,SD NEGERI SIRNASARI,KP. Sirnasari RT.04 RW.02,Bunijaya,NEGERI,https://referensi.data.kemendikdasmen.go.id/pendidikan/npsn/20206457
