incident_id,source_page,table_row,event_id,date_iso,date_end_iso,date_precision,date_raw,province,province_raw,kabkota,kabkota_type,kabkota_name,kabkota_kode,kabkota_kode_match,provinsi_kode,kabkota_lat,kabkota_lng,kabkota_population,kabkota_area_km2,venue,venue_level,venue_raw,symptomatic_raw,symptomatic_kind,symptomatic,symptomatic_min,symptomatic_max,symptomatic_by_subject,symptomatic_counted,deaths_raw,deaths,deaths_counted,ref_ids,source_urls,flags
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0186,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,186,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0184,2025-10-09,2025-10-09,day,9 Oktober 2025,Kalimantan Selatan,Kalimantan Selatan,Kabupaten Banjar,kabupaten,Banjar,63.03,exact,63,-3.408734828681626,114.84815554140891,590393,4588.37,SDN 1 Tungkaran,primary,SDN 1 Tungkaran,134 Siswa,exact,134,134,134,"{""student"": 134}",,,,,"[""auto:21cc696847""]","[""https://banjarmasin.tribunnews.com/kalsel/1333897/134-pelajar-di-martapura-keracunan-massal-satgas-mbg-banjar-sebut-bukan-keteledoran""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0187,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,187,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0184,2025-10-09,2025-10-09,day,9 Oktober 2025,Kalimantan Selatan,Kalimantan Selatan,Kabupaten Banjar,kabupaten,Banjar,63.03,exact,63,-3.408734828681626,114.84815554140891,590393,4588.37,SDN 1 Pasayangan,primary,SDN 1 Pasayangan,134 Siswa,exact,134,134,134,"{""student"": 134}",,,,,"[""auto:21cc696847""]","[""https://banjarmasin.tribunnews.com/kalsel/1333897/134-pelajar-di-martapura-keracunan-massal-satgas-mbg-banjar-sebut-bukan-keteledoran""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0188,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,188,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0184,2025-10-09,2025-10-09,day,9 Oktober 2025,Kalimantan Selatan,Kalimantan Selatan,Kabupaten Banjar,kabupaten,Banjar,63.03,exact,63,-3.408734828681626,114.84815554140891,590393,4588.37,SMA IT Assalam,senior_secondary,SMA IT Assalam,134 Siswa,exact,134,134,134,"{""student"": 134}",,,,,"[""auto:21cc696847""]","[""https://banjarmasin.tribunnews.com/kalsel/1333897/134-pelajar-di-martapura-keracunan-massal-satgas-mbg-banjar-sebut-bukan-keteledoran""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0189,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,189,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0189,2025-10-21,2025-10-21,day,21 Oktober 2025,Kalimantan Selatan,Kalimantan Selatan,Kota Banjarmasin,kota,Banjarmasin,63.71,exact,63,-3.327490958483104,114.58899911265445,681693,98.372,SMPN 33 Banjarmasin,junior_secondary,SMPN 33 Banjarmasin,40 Siswa,exact,40,40,40,"{""student"": 40}",40,,,,"[""auto:0a09be14a8""]","[""https://www.detik.com/kalimantan/berita/d-8170946/puluhan-siswa-smpn-33-banjarmasin-diduga-keracunan-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0190,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,190,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0190,2026-04-23,2026-04-23,day,23 April 2026,Kalimantan Selatan,Kalimantan Selatan,Kabupaten Hulu Sungai Utara,kabupaten,Hulu Sungai Utara,63.08,exact,63,-2.4188734176622435,115.254335243741,238250,907.491,SMKN 1 Amuntai,senior_secondary,SMKN 1 Amuntai,61 Siswa,exact,61,61,61,"{""student"": 61}",61,,,,"[""auto:75370be513""]","[""https://beritaborneo.com/main/61-korban-keracunan-dprd-kalsel-minta-sistem-mbg-dibongkar-ulang/""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0191,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,191,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0191,2025-01-19,2025-01-19,day,19 Januari 2025,Banten,Banten,Kabupaten Pandeglang,kabupaten,Pandeglang,36.01,exact,36,-6.316855430513631,106.11479446982028,1437046,2771.488,SDN 2 Alaswangi,primary,SDN 2 Alaswangi,28 Siswa,exact,28,28,28,"{""student"": 28}",28,,,,"[""auto:d65803f02f""]","[""https://web.archive.org/web/20250222022850/https://regional.kompas.com/read/2025/02/21/175529378/28-siswa-sd-di-pandeglang-alami-gejala-keracunan-usai-santap-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0192,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,192,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0192,2025-09-02,2025-09-02,day,2 September 2025,Banten,Banten,Kabupaten Serang,kabupaten,Serang,36.04,exact,36,-6.115302501045602,106.15201508303925,1791795,1471.543,SMPN 1 Kramatwatu,junior_secondary,SMPN 1 Kramatwatu,27 Siswa,exact,27,27,27,"{""student"": 27}",27,,,,"[""auto:9a5278bfba""]","[""https://www.inews.id/news/nasional/27-siswa-smp-di-serang-banten-diduga-keracunan-mbg-gejala-mual-hingga-diare""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0193,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,193,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0193,2025-09,2025-09,month,September 2025,Banten,Banten,Kota Tangerang Selatan,kota,Tangerang Selatan,36.74,exact,36,-6.321567965040671,106.70774205743535,1463607,164.86,,primary,SD (Spesifik tidak disebutkan),TBA (Tidak Diumumkan),unreported,,,,{},,,,,"[""auto:39024dac82""]","[""https://tangselife.com/news/pilar-saga-ichsan-ungkap-sempat-ada-kasus-keracunan-mbg-di-tangsel""]","[""month_precision_only"", ""no_venue"", ""count_unreported""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0194,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,194,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0194,2026-04-08,2026-04-08,day,8 April 2026,Banten,Banten,Kota Tangerang,kota,Tangerang,36.71,exact,36,-6.164361554952064,106.64107113819723,1957349,178.347,,early_childhood,TK (Spesifik tidak disebutkan),±100 Siswa,approx,100,100,100,"{""student"": 100}",100,,,,"[""auto:18e7b91096""]","[""https://banten.akurat.co/news/848143/puluhan-siswa-keracunan-di-kecamatan-pinang-kota-tangerang-wahidin-halim-semprot-yayasan-banten-hebat""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0195,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,195,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0194,2026-04-08,2026-04-08,day,8 April 2026,Banten,Banten,Kota Tangerang,kota,Tangerang,36.71,exact,36,-6.164361554952064,106.64107113819723,1957349,178.347,SMK Farmasi,senior_secondary,SMK Farmasi,±100 Siswa,approx,100,100,100,"{""student"": 100}",,,,,"[""auto:18e7b91096""]","[""https://banten.akurat.co/news/848143/puluhan-siswa-keracunan-di-kecamatan-pinang-kota-tangerang-wahidin-halim-semprot-yayasan-banten-hebat""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0196,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,196,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0194,2026-04-08,2026-04-08,day,8 April 2026,Banten,Banten,Kota Tangerang,kota,Tangerang,36.71,exact,36,-6.164361554952064,106.64107113819723,1957349,178.347,Pesantren WH Tahfidz,pesantren,Pesantren WH Tahfidz,±100 Siswa,approx,100,100,100,"{""student"": 100}",,,,,"[""auto:18e7b91096""]","[""https://banten.akurat.co/news/848143/puluhan-siswa-keracunan-di-kecamatan-pinang-kota-tangerang-wahidin-halim-semprot-yayasan-banten-hebat""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0197,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,197,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0197,2026-04-16,2026-04-16,day,16 April 2026,Banten,Banten,Kota Cilegon,kota,Cilegon,36.72,exact,36,-6.00980901882699,106.04212868303857,480378,162.578,MTs Al-Inayah,junior_secondary,MTs Al-Inayah,49 Siswa,exact,49,49,49,"{""student"": 49}",49,,,,"[""auto:1a1659a5ac""]","[""https://www.suara.com/news/2026/04/17/213500/49-siswa-di-cilegon-diduga-keracunan-mbg-polisi-telusuri-sisa-makanan-hingga-darah-korban""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0198,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,198,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0198,2026-04-20,2026-04-20,day,20 April 2026,Banten,Banten,Kota Cilegon,kota,Cilegon,36.72,exact,36,-6.00980901882699,106.04212868303857,480378,162.578,SDN Cikerai 2,primary,SDN Cikerai 2,19 Siswa,exact,19,19,19,"{""student"": 19}",19,,,,"[""auto:e2589f7eeb""]","[""https://rri.co.id/banten/nasional/2351429/dugaan-keracunan-mbg-kembali-terjadi-di-kota-cilegon""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0199,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,199,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0199,2026-04-22,2026-04-22,day,22 April 2026,Banten,Banten,Kota Cilegon,kota,Cilegon,36.72,exact,36,-6.00980901882699,106.04212868303857,480378,162.578,SMP PGRI Citangkil,junior_secondary,SMP PGRI Citangkil,11 Siswa,exact,11,11,11,"{""student"": 11}",11,,,,"[""auto:55bd4e44e4""]","[""https://www.radarbanten.co.id/2026/04/23/keracunan-mbg-terjadi-lagi-kini-menimpa-11-siswa-smp-pgri-cilegon/""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0200,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,200,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0200,2026-04-29,2026-04-29,day,29 April 2026,Banten,Banten,Kabupaten Tangerang,kabupaten,Tangerang,36.03,exact,36,-6.269630455565761,106.48440474071201,3459706,1028.335,,,TBA (Tidak disebutkan),33 Siswa,exact,33,33,33,"{""student"": 33}",33,,,,"[""auto:7fa65ea3ac""]","[""https://tangerangnews.co.id/2026/04/30/33-siswa-di-kronjo-keracunan-massal-usai-santap-menu-mbg-makaroni-bermalam-jadi-pemicu/""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0201,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,201,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0201,2026-05-24,2026-05-24,day,24 Mei 2026,Banten,Banten,Kabupaten Serang,kabupaten,Serang,36.04,exact,36,-6.115302501045602,106.15201508303925,1791795,1471.543,SMAN 1 Padarincang,senior_secondary,SMAN 1 Padarincang,32 Siswa,exact,32,32,32,"{""student"": 32}",32,,,,"[""auto:404df6adbf""]","[""https://www.asatunews.co.id/siswa-sman-1-padarincang-serang-keracunan-makan-bergizi-gratis""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0202,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,202,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0202,2025-08-29,2025-08-29,day,29 Agustus 2025,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Selatan,kota,Jakarta Selatan,31.74,exact,31,-6.247775007302514,106.80763679653259,2331411,144.942,,,TBA (Tidak diumumkan),3 Siswa,exact,3,3,3,"{""student"": 3}",3,,,,"["":2""]","[""https://news.republika.co.id/berita/t3fv80487/ditanya-kejadian-keracunan-mbg-di-jakarta-pramono-tanyakan-pemerintah-pusat""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0203,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,203,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0203,2025-09-08,2025-09-08,day,8 September 2025,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Utara,kota,Jakarta Utara,31.72,exact,31,-6.1200283357159915,106.89249513885989,1832032,147.534,,,TBA (Tidak diumumkan),14 Siswa,exact,14,14,14,"{""student"": 14}",14,,,,"["":2""]","[""https://news.republika.co.id/berita/t3fv80487/ditanya-kejadian-keracunan-mbg-di-jakarta-pramono-tanyakan-pemerintah-pusat""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0204,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,204,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0204,2025-09-08,2025-09-08,day,8 September 2025,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Utara,kota,Jakarta Utara,31.72,exact,31,-6.1200283357159915,106.89249513885989,1832032,147.534,SMPN 277 Jakarta,junior_secondary,SMPN 277 Jakarta,Puluhan Siswa,vague,,20,99,{},,,,,"[""auto:eb6304bba5""]","[""https://www.tempo.co/politik/keracunan-makan-bergizi-gratis-2073995""]","[""count_vague""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0205,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,205,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0205,,,,Tidak Disebutkan,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Utara,kota,Jakarta Utara,31.72,exact,31,-6.1200283357159915,106.89249513885989,1832032,147.534,Kelurahan Lagoa,,Kelurahan Lagoa,79 Siswa,exact,79,79,79,"{""student"": 79}",79,,,,"[""auto:fb7440fa22""]","[""https://ruminews.id/2025/09/23/keracunan-massal-program-mbg-dpr-minta-evaluasi-sistem-jppi-desak-moratorium/""]","[""no_date""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0206,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,206,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0206,2025-09-23,2025-09-23,day,23 September 2025,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Utara,kota,Jakarta Utara,31.72,exact,31,-6.1200283357159915,106.89249513885989,1832032,147.534,SMAN 15 Jakarta,senior_secondary,SMAN 15 Jakarta,7 Siswa,exact,7,7,7,"{""student"": 7}",7,,,,"[""auto:a00f4ca598""]","[""https://news.republika.co.id/berita/t31pal484/tujuh-siswa-sman-15-jakarta-alami-gejala-keracunan-usai-santap-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0207,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,207,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0207,2025-09-25,2025-09-25,day,25 September 2025,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN 07 Pulogebang,primary,SDN 07 Pulogebang,6 Siswa,exact,6,6,6,"{""student"": 6}",6,,,,"[""auto:4e75b64136""]","[""https://megapolitan.kompas.com/read/2025/09/25/13450971/kronologi-6-siswa-sdn-07-pulogebang-alami-mual-dan-muntah-usai-santap-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0208,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,208,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0208,2025-09-30,2025-09-30,day,30 September 2025,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN 01 Gedong,primary,SDN 01 Gedong,22 Siswa,exact,22,22,22,"{""student"": 22}",22,,,,"[""auto:e0e4e6d9d6""]","[""https://www.suara.com/news/2025/10/01/144207/korban-keracunan-mbg-di-sdn-gedong-jadi-22-siswa-komnas-pa-kritik-guru-jadi-pencicip-makanan""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0209,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,209,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0209,2026-04-03,2026-04-03,day,3 April 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN Pondok Kelapa 1,primary,SDN Pondok Kelapa 1,135 Siswa,exact,135,135,135,"{""student"": 135}",135,,,,"[""auto:cc111f524f""]","[""https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/,%20https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0210,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,210,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0209,2026-04-03,2026-04-03,day,3 April 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN Pondok Kelapa 7,primary,SDN Pondok Kelapa 7,135 Siswa,exact,135,135,135,"{""student"": 135}",,,,,"[""auto:cc111f524f""]","[""https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/,%20https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0211,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,211,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0209,2026-04-03,2026-04-03,day,3 April 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN Pondok Kelapa 9,primary,SDN Pondok Kelapa 9,135 Siswa,exact,135,135,135,"{""student"": 135}",,,,,"[""auto:cc111f524f""]","[""https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/,%20https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0212,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,212,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0209,2026-04-03,2026-04-03,day,3 April 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SMAN 91 Jakarta,senior_secondary,SMAN 91 Jakarta,135 Siswa,exact,135,135,135,"{""student"": 135}",,,,,"[""auto:cc111f524f""]","[""https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/,%20https://terkenal.co.id/kasus-keracunan-mbg-di-jakarta-terus-meluas-total-135-orang-terdampak/""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0213,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,213,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0213,2026-05-08,2026-05-08,day,8 Mei 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN Cakung Timur 01,primary,SDN Cakung Timur 01,252 Siswa,exact,252,252,252,"{""student"": 252}",252,,,,"[""auto:700790fcdb""]","[""https://news.detik.com/berita/d-8481654/252-siswa-di-jaktim-diduga-keracunan-mbg-alami-gejala-usai-makan-pangsit-tahu""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0214,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,214,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0213,2026-05-08,2026-05-08,day,8 Mei 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN Ujung Menteng 02,primary,SDN Ujung Menteng 02,252 Siswa,exact,252,252,252,"{""student"": 252}",,,,,"[""auto:700790fcdb""]","[""https://news.detik.com/berita/d-8481654/252-siswa-di-jaktim-diduga-keracunan-mbg-alami-gejala-usai-makan-pangsit-tahu""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0215,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,215,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0213,2026-05-08,2026-05-08,day,8 Mei 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,exact,31,-6.2136855478344994,106.9440075965323,3230417,185.538,SDN Ujung Menteng 03,primary,SDN Ujung Menteng 03,252 Siswa,exact,252,252,252,"{""student"": 252}",,,,,"[""auto:700790fcdb""]","[""https://news.detik.com/berita/d-8481654/252-siswa-di-jaktim-diduga-keracunan-mbg-alami-gejala-usai-makan-pangsit-tahu""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0216,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,216,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0216,2025-10-29,2025-10-29,day,29 Oktober 2025,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Barat,kota,Jakarta Barat,31.73,exact,31,-6.184334501192923,106.73662053886034,2556752,125.0,SDN Meruya Selatan 01,primary,SDN Meruya Selatan 01,20 Siswa,exact,20,20,20,"{""student"": 20}",20,,,,"[""auto:e963925b42""]","[""https://indonesia.jakartadaily.id/ekonomi-bisnis/69316182933/sdn-meruya-selatan-01-hentikan-sementara-program-mbg-20-siswa-diduga-keracunan""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0217,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,217,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0217,2026-05-22,2026-05-22,day,22 Mei 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Barat,kota,Jakarta Barat,31.73,exact,31,-6.184334501192923,106.73662053886034,2556752,125.0,SMPN 82 Jakarta,junior_secondary,SMPN 82 Jakarta,116 Siswa,exact,116,116,116,"{""student"": 116}",116,,,,"[""auto:6c12db6b7c""]","[""https://megapolitan.kompas.com/read/2026/05/26/15212251/116-siswa-smp-di-grogol-jakbar-diduga-keracunan-usai-santap-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0218,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,218,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0218,2026-04-01,2026-04-01,day,1 April 2026,DKI Jakarta,DKI Jakarta,Kota Administrasi Jakarta Pusat,kota,Jakarta Pusat,31.71,exact,31,-6.172913263118424,106.81869625420377,1057270,47.565,SMPN 71 Jakarta Pusat,junior_secondary,SMPN 71 Jakarta Pusat,48 Siswa,exact,48,48,48,"{""student"": 48}",48,,,,"[""auto:5a27649383""]","[""https://www.instagram.com/p/DXJmRxskwr8/""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0219,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,219,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0219,2025-01-14,2025-01-14,day,14 Januari 2025,Jawa Barat,Jawa Barat,Kabupaten Indramayu,kabupaten,Indramayu,32.12,exact,32,-6.327080208332331,108.32320909838413,1980080,2076.266,,,TBA (Tidak Disebutkan),6 Siswa,exact,6,6,6,"{""student"": 6}",6,,,,"["":1""]","[""https://www.kompas.com/jawa-barat/read/2025/09/27/130000188/9-daerah-di-jawa-barat-tertinggi-kasus-keracunan-mbg-korban-tembus?page=all#page2""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0220,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,220,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0220,2025-08-22,2025-08-22,day,22 Agustus 2025,Jawa Barat,Jawa Barat,Kabupaten Indramayu,kabupaten,Indramayu,32.12,exact,32,-6.327080208332331,108.32320909838413,1980080,2076.266,,,TBA (Tidak Disebutkan),2 Siswa,exact,2,2,2,"{""student"": 2}",2,,,,"["":1""]","[""https://www.kompas.com/jawa-barat/read/2025/09/27/130000188/9-daerah-di-jawa-barat-tertinggi-kasus-keracunan-mbg-korban-tembus?page=all#page2""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0221,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,221,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0221,2025-04-21,2025-04-21,day,21 April 2025,Jawa Barat,Jawa Barat,Kabupaten Cianjur,kabupaten,Cianjur,32.03,exact,32,-6.822746173673224,107.1394835830441,2638825,3631.969,MAN 1 Cianjur,senior_secondary,MAN 1 Cianjur,51 Siswa,exact,51,51,51,"{""student"": 51}",51,,,,"[""auto:fabf6c7267""]","[""https://web.archive.org/web/20250422011753/https://www.detik.com/jabar/berita/d-7879471/siswa-man-1-cianjur-keracunan-massal-usai-santap-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0222,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,222,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0222,2025-04-21,2025-04-21,day,21 April 2025,Jawa Barat,Jawa Barat,Kabupaten Cianjur,kabupaten,Cianjur,32.03,exact,32,-6.822746173673224,107.1394835830441,2638825,3631.969,SMP PGRI Cianjur,junior_secondary,SMP PGRI Cianjur,52 Siswa,exact,52,52,52,"{""student"": 52}",52,,,,"[""auto:5fa0e3a14f""]","[""https://web.archive.org/web/20250424025812/https://news.okezone.com/read/2025/04/22/525/3132871/lagi-belasan-siswa-smp-1-pgri-cianjur-alami-keracunan-makanan-program-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0223,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,223,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0223,2025-08-20,2025-08-20,day,20 Agustus 2025,Jawa Barat,Jawa Barat,Kabupaten Cianjur,kabupaten,Cianjur,32.03,exact,32,-6.822746173673224,107.1394835830441,2638825,3631.969,Pondok Pesantren Darul Quran,pesantren,Pondok Pesantren Darul Quran,12 Santri,exact,12,12,12,"{""santri"": 12}",12,,,,"[""auto:f16b9d778d""]","[""https://www.detik.com/jabar/berita/d-8072825/12-santriwati-di-cianjur-dibawa-ke-rs-diduga-keracunan-makanan-mbg""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0224,id.Daftar_kasus_keracunan_massal_makan_siang_gratis,224,id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0224,2025-09-03,2025-09-03,day,3 September 2025,Jawa Barat,Jawa Barat,Kabupaten Cianjur,kabupaten,Cianjur,32.03,exact,32,-6.822746173673224,107.1394835830441,2638825,3631.969,MTs Islamiyah Sayang,junior_secondary,MTs Islamiyah Sayang,9 Siswa,exact,9,9,9,"{""student"": 9}",9,,,,"[""auto:0458b8acab""]","[""https://pakuanraya.com/diduga-keracunan-mbg-sembilan-siswa-mts-di-cianjur-dilarikan-ke-rumah-sakit/""]",[]
