event_id,date_start,date_end,date_precision,province,kabkota,kabkota_type,kabkota_name,kabkota_kode,kabkota_lat,kabkota_lng,kabkota_population,n_rows,venues,venue_levels,symptomatic,symptomatic_min,symptomatic_max,symptomatic_kind,symptomatic_by_subject,deaths,source_urls,incident_ids,flags
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0755,2025-09-24,2025-09-24,day,Sulawesi Barat,Kabupaten Mamuju,kabupaten,Mamuju,76.02,-2.6897491591296983,118.88453367460207,288382,2,"[""SDN Taan Galung"", ""SMP Negeri 1 Tapalang""]","[""junior_secondary"", ""primary""]",25,25,25,exact,"{""student"": 25}",,"[""https://regional.kompas.com/read/2025/09/25/133740178/imbas-25-siswa-keracunan-dapur-mbg-di-mamuju-ditutup-sementara""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0755"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0756""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0067,2025-09-25,2025-09-25,day,Sumatera Selatan,Kota Palembang,kota,Palembang,16.71,-2.991046172915815,104.75675098698375,1801367,1,"[""SDN 178 Palembang""]","[""primary""]",15,15,15,exact,"{""student"": 15}",,"[""https://regional.kompas.com/read/2025/09/25/162236478/diduga-usai-santap-mbg-15-murid-sd-di-palembang-mual-dan-muntah""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0067""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0083,2025-09-25,2025-09-25,day,Kepulauan Riau,Kabupaten Karimun,kabupaten,Karimun,21.02,1.032978125457723,103.37578135747897,273946,1,"[""SMPN 2 Karimun""]","[""junior_secondary""]",14,14,14,exact,"{""student"": 14}",,"[""https://www.kompas.com/sumatera-selatan/read/2025/09/25/204500088/14-siswa-smp-negeri-2-karimun-diduga-keracunan-mbg-polisi-ambil""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0083""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0156,2025-09-25,2025-09-25,day,Kalimantan Barat,Kabupaten Sanggau,kabupaten,Sanggau,61.03,0.12348442018479931,110.59604636952717,499074,1,"[""MIS Al-Wardah""]","[""primary""]",6,6,6,exact,"{""student"": 6}",,"[""https://www.detik.com/kalimantan/berita/d-8130024/siswa-di-sanggau-keracunan-satgas-mbg-turunkan-tim-investigasi""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0156""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0176,2025-09-25,2025-09-25,day,Kalimantan Timur,Kota Balikpapan,kota,Balikpapan,64.71,-1.276337448127985,116.82776028626806,757418,1,"[""SMKN 3 Balikpapan""]","[""senior_secondary""]",5,5,5,exact,"{""student"": 5}",,"[""https://kaltim.idntimes.com/news/kalimantan-timur/dugaan-keracunan-mbg-di-balikpapan-sampel-dikirim-ke-bpom-samarinda-00-htmy4-92b081""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0176""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0207,2025-09-25,2025-09-25,day,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,-6.2136855478344994,106.9440075965323,3230417,1,"[""SDN 07 Pulogebang""]","[""primary""]",6,6,6,exact,"{""student"": 6}",,"[""https://megapolitan.kompas.com/read/2025/09/25/13450971/kronologi-6-siswa-sdn-07-pulogebang-alami-mual-dan-muntah-usai-santap-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0207""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0227,2025-09-25,2025-09-25,day,Jawa Barat,Kabupaten Cianjur,kabupaten,Cianjur,32.03,-6.822746173673224,107.1394835830441,2638825,1,"[""SDN Taruna Bakti""]","[""primary""]",30,30,30,exact,"{""student"": 30}",,"[""https://bandung.kompas.com/read/2025/09/25/160208478/puluhan-siswa-sd-di-cianjur-alami-gejala-keracunan-usai-santap-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0227""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0331,2025-09-25,2025-09-25,day,Jawa Barat,Kabupaten Subang,kabupaten,Subang,32.13,-6.571294853262137,107.76235318119123,1677628,1,"[""SD Rawalele""]","[""primary""]",11,11,11,exact,"{""student"": 11}",,"[""https://www.detik.com/jabar/berita/d-8130733/11-siswa-sd-di-subang-alami-mual-muntah-usai-santap-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0331""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0332,2025-09-25,2025-09-25,day,Jawa Barat,Kabupaten Sumedang,kabupaten,Sumedang,32.11,-6.86120394309925,107.92061689653679,1226660,3,"[""SMK Win Ujungjaya"", ""SMK Rimba Bahari Situraja"", ""SMA Negeri 1 Tomo""]","[""senior_secondary""]",164,164,164,exact,"{""student"": 164}",,"[""https://www.detik.com/jabar/berita/d-8131647/korban-keracunan-mbg-di-sumedang-capai-164-siswa""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0332"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0333"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0334""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0425,2025-09-25,2025-09-25,day,Jawa Tengah,Kabupaten Kebumen,kabupaten,Kebumen,33.05,-7.668443736529897,109.65371583117799,1446833,2,"[""SDN Tegalretno"", ""Madrasah Wathoniyah Islamiyah""]","[""primary""]",176,176,176,exact,"{""student"": 176}",,"[""https://www.detik.com/jateng/berita/d-8133239/26-siswa-di-kebumen-diduga-keracunan-mbg-dipulangkan-dari-rs""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0425"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0426""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0561,2025-09-25,2025-09-25,day,Jawa Timur,Kota Batu,kota,Batu,35.79,-7.862516051170755,112.5133531677289,225408,2,"[""SMPN 1 Kota Batu"", ""SMAN 1 Kota Batu""]","[""junior_secondary"", ""senior_secondary""]",12,12,12,exact,"{""student"": 12}",,"[""https://surabaya.kompas.com/read/2025/09/29/122807778/kepala-smpn-1-batu-ungkap-kronologi-belasan-siswa-sakit-perut-usai-santap""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0561"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0562""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0770,2025-09-25,2025-09-25,day,Sulawesi Tengah,Kabupaten Parigi Moutong,kabupaten,Parigi Moutong,72.08,-0.8054270040019127,120.16032341521101,461576,1,"[""SMP Negeri 2 Taopa""]","[""junior_secondary""]",27,27,27,exact,"{""student"": 27}",,"[""https://www.kompas.id/artikel/keracunan-mbg-di-sulawesi-tengah-27-siswa-di-parigi-moutong-dirawat-di-rs""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0770""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0124,2025-09-26,2025-09-26,day,Lampung,Kabupaten Lampung Timur,kabupaten,Lampung Timur,18.07,-5.048183264548101,105.52825470212977,1122605,5,"[""SDN 1 Lehan"", ""SDN 2 Lehan"", ""SDN 1 Sukadana"", ""SD Catur Swako"", ""SMPN PGRI 1 Bumi Agung""]","[""junior_secondary"", ""primary""]",41,41,41,exact,"{""student"": 41}",,"[""https://lampung.tribunnews.com/lampung/1191560/kondisi-terkini-41-siswa-di-lampung-timur-usai-keracunan-roti-sosis-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0124"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0125"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0126"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0127"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0128""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0335,2025-09-26,2025-09-26,day,Jawa Barat,Kabupaten Bogor,kabupaten,Bogor,32.01,-6.479478948089524,106.82471731002641,5809790,1,"[""SMPN 1 Jonggol""]","[""junior_secondary""]",4,4,4,exact,"{""student"": 4}",,"[""https://news.detik.com/berita/d-8131586/4-siswa-smp-di-jonggol-bogor-diduga-keracunan-menu-makan-bergizi-gratis""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0335""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0563,2025-09-26,2025-09-26,day,Jawa Timur,Kabupaten Jember,kabupaten,Jember,35.09,-8.169670975121788,113.70215105421875,2615874,1,"[""SDN 05 Sidomekar""]","[""primary""]",16,16,16,exact,"{""student"": 16}",,"[""https://regional.kompas.com/read/2025/09/28/101559678/diduga-keracunan-16-siswa-sd-di-jember-mual-dan-sakit-perut-usai-santap-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0563""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0810,2025-09-26,2025-09-26,day,Sulawesi Tenggara,Kabupaten Konawe,kabupaten,Konawe,74.02,-3.854233561558946,122.04272734128605,269128,2,"[""siswa SDIT"", ""SMKN 1 Unaaha""]","[""senior_secondary""]",16,16,16,exact,"{""student"": 16}",,"[""https://regional.kompas.com/read/2025/09/26/183320878/ayam-mbg-bau-dan-rasanya-kecut-belasan-siswa-di-konawe-dilarikan-ke-rs""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0810"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0811""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0000,2025-09-29,2025-09-29,day,Aceh,Kabupaten Aceh Utara,kabupaten,Aceh Utara,11.08,5.07571569194339,97.30262386768965,641007,1,"[""SDN 6 Matangkuli""]","[""primary""]",3,3,3,exact,"{""student"": 3}",,"[""https://regional.kompas.com/read/2025/10/03/143203478/3-murid-sd-aceh-utara-mual-dan-muntah-diduga-setelah-makan-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0000""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0084,2025-09-29,2025-09-29,day,Kepulauan Riau,Kota Batam,kota,Batam,21.71,1.1287452751793037,104.05533324230443,1342038,1,"[""SDN 016 Seilekop""]","[""primary""]",18,18,18,exact,"{""student"": 18}",,"[""https://batampos.jawapos.com/infokota/2426637580/18-murid-sdn-016-seilekop-batam-keracunan-program-mbg-dihentikan-sementara""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0084""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0119,2025-09-29,2025-09-29,day,Lampung,Kabupaten Lampung Utara,kabupaten,Lampung Utara,18.03,-4.8291901217543,104.88744459932492,675626,1,"[""SMAN 4 Kota Bumi""]","[""senior_secondary""]",52,52,52,exact,"{""student"": 52}",,"[""https://www.detik.com/sumbagsel/berita/d-8138143/52-pelajar-sma-di-lampung-utara-keracunan-mbg-usai-santap-ayam-crispy""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0119""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0145,2025-09-29,2025-09-29,day,Lampung,Kabupaten Tulang Bawang Barat,kabupaten,Tulang Bawang Barat,18.12,-4.499407459058168,105.11989991165247,312516,1,"[""SDN 06 Penumangan Lama""]","[""primary""]",8,8,8,exact,"{""student"": 8}",,"[""https://lampung.idntimes.com/news/lampung/siswa-sekolah-tubaba-dan-lampura-diduga-keracunan-santap-mbg-00-5h6fh-4dw7l1""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0145""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0157,2025-09-29,2025-09-29,day,Kalimantan Barat,Kabupaten Kayong Utara,kabupaten,Kayong Utara,61.11,-1.253324768640413,109.95437986952808,126898,1,"[""SMP PGRI 01 Simpang Hilir""]","[""junior_secondary""]",9,9,9,exact,"{""student"": 9}",,"[""https://www.detik.com/kalimantan/berita/d-8136915/9-pelajar-smp-di-kayong-utara-diduga-keracunan-mbg-muntahan-diuji-lab""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0157""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0165,2025-09-29,2025-09-29,day,Kalimantan Tengah,Kota Palangka Raya,kota,Palangka Raya,62.71,-2.173996226380074,113.8802702994111,315153,1,"[""SDN 3 Bukit Tunggal""]","[""primary""]",27,27,27,exact,"{""student"": 27}",,"[""https://news.detik.com/berita/d-8137416/27-siswa-sd-di-palangka-raya-mual-pusing-usai-santap-burger-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0165""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0343,2025-09-29,2025-09-29,day,Jawa Barat,Kabupaten Ciamis,kabupaten,Ciamis,32.07,-7.325899103457777,108.3514012468077,1297783,1,"[""SMPN 4 Pamarican""]","[""junior_secondary""]",52,52,52,exact,"{""student"": 52}",,"[""https://www.tribunnews.com/nasional/7735011/52-siswa-smpn-4-pamarican-di-ciamis-keracunan-mbg-menu-ayam-dan-labu-diduga-jadi-biang-kerok""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0343""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0420,2025-09-29,2025-09-29,day,Jawa Tengah,Kabupaten Banyumas,kabupaten,Banyumas,33.02,-7.4227990604767795,109.23008333914095,1868446,4,"[""SD 1 Sudagaran"", ""SD 2 Sudagaran"", ""SD 3 Sudagaran"", ""SD Muhammadiyah""]","[""primary""]",94,94,94,exact,"{""student"": 94}",,"[""https://www.detik.com/jateng/berita/d-8138233/siswa-sd-diduga-keracunan-mbg-spageti-di-banyumas-jadi-94-begini-kondisinya""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0420"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0421"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0422"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0423""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0171,2025-09-30,2025-09-30,day,Kalimantan Utara,Kabupaten Nunukan,kabupaten,Nunukan,65.03,4.077076241826642,117.71891117176128,227460,4,"[""PAUD Ar Rahman, Sei Limau"", ""MI As Adiyah Tapal Batas"", ""SDN 04 Sei Limau"", ""SDN 05 Sei Limau""]","[""early_childhood"", ""primary""]",145,145,145,exact,"{""student"": 145}",,"[""https://regional.kompas.com/read/2025/10/02/142025478/keracunan-mbg-di-nunukan-bertambah-jadi-145-anak-telur-rebus-diduga-jadi""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0171"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0172"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0173"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0174""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0208,2025-09-30,2025-09-30,day,DKI Jakarta,Kota Administrasi Jakarta Timur,kota,Jakarta Timur,31.75,-6.2136855478344994,106.9440075965323,3230417,1,"[""SDN 01 Gedong""]","[""primary""]",22,22,22,exact,"{""student"": 22}",,"[""https://www.suara.com/news/2025/10/01/144207/korban-keracunan-mbg-di-sdn-gedong-jadi-22-siswa-komnas-pa-kritik-guru-jadi-pencicip-makanan""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0208""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0294,2025-09-30,2025-09-30,day,Jawa Barat,Kabupaten Garut,kabupaten,Garut,32.05,-7.202671667220667,107.88606805421097,2851877,4,"[""SDN 3 Talagasari"", ""SMPN 1 Kadungora"", ""SMP PGRI Kadungora"", ""SMA Annisa Kadungora""]","[""junior_secondary"", ""primary"", ""senior_secondary""]",307,307,307,exact,"{""student"": 307}",,"[""https://rri.co.id/makan-bergizi-gratis/1879386/keracunan-massal-mbg-di-garut-capai-307-orang""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0294"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0295"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0296"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0297""]","[""count_shared_across_rows""]"
