event_id,date_start,date_end,date_precision,province,kabkota,kabkota_type,kabkota_name,kabkota_kode,kabkota_lat,kabkota_lng,kabkota_population,n_rows,venues,venue_levels,symptomatic,symptomatic_min,symptomatic_max,symptomatic_kind,symptomatic_by_subject,deaths,source_urls,incident_ids,flags
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0266,2025-11-28,2025-11-28,day,Jawa Barat,Kabupaten Kuningan,kabupaten,Kuningan,32.08,-6.975864860855258,108.48310462537334,1239999,1,"[""TBA (tidak disebutkan)""]",[],74,74,74,exact,"{""student"": 74}",,"[""https://www.koranmandala.com/daerah/206780/74-siswa-keracunan-usai-konsumsi-menu-mbg-dapur-cigandamekar/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0266""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0554,2025-11-28,2025-11-28,day,Jawa Timur,Kabupaten Bojonegoro,kabupaten,Bojonegoro,35.22,-7.149935359747551,111.88154262537478,1366227,1,"[""Pondok Pesantren Al Falah""]","[""pesantren""]",30,30,30,exact,"{""santri"": 30}",,"[""https://blokbojonegoro.com/2025/11/29/puluhan-siswa-diduga-keracunan-makanan-kepala-man-1-bojonegoro-pilih-tunggu-hasil-medis""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0554""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0826,2025-12-01,2025-12-01,day,Papua Barat Daya,Kabupaten Raja Ampat,kabupaten,Raja Ampat,96.03,-0.41850625897138194,130.82879113180778,72865,6,"[""SD YPK Alfa Omega"", ""SDN 29 Raja Ampat"", ""SMP YPK Alfa Omega"", ""SMPN 14 Raja Ampat"", ""MTS Language Insan Mandiri"", ""SMK Bukit Zaitun""]","[""junior_secondary"", ""primary"", ""senior_secondary""]",86,86,86,exact,"{""student"": 86}",,"[""https://www.nabirenews.com/kesehatan/2622005342/kasus-keracunan-mbg-waisai-86-pasien-dirawat-83-sudah-pulih-3-masih-dirawat""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0826"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0827"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0828"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0829"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0830"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0831""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0142,2025-12-03,2025-12-03,day,Lampung,Kabupaten Lampung Selatan,kabupaten,Lampung Selatan,18.01,-5.717676069034854,105.58534802478252,1124683,1,"[""SMPN 2 Kalianda""]","[""junior_secondary""]",6,6,6,exact,"{""student"": 6}",,"[""https://www.infodesanews.com/langkah-cepat-tim-dinkes-lamsel-telusuri-dugaan-keracunan-makanan-mbg-di-smpn-kalianda/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0142""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0147,2025-12-03,2025-12-03,day,Lampung,Kabupaten Way Kanan,kabupaten,Way Kanan,18.08,-4.506182074363012,104.51131397505866,495058,1,"[""SMP (Spesifik tidak disebutkan)""]","[""junior_secondary""]",12,12,12,exact,"{""student"": 11, ""teacher"": 1}",,"[""https://cnnnusantara.com/berita-pulau-sumatera/belasan-siswa-dan-guru-keracunan-program-mbg-di-way-kanan-ketua-for-win-desak-polres-usut-tuntas/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0147""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0604,2025-12-03,2025-12-03,day,Jawa Timur,Kabupaten Bondowoso,kabupaten,Bondowoso,35.11,-7.914444581620128,113.82185071188832,788007,4,"[""SDN 1 Sukorejo"", ""SDN 2 Sukorejo"", ""SMP (Spesifik tidak disebutkan)"", ""SMA (Spesifik tidak disebutkan)""]","[""junior_secondary"", ""primary"", ""senior_secondary""]",77,77,77,exact,"{""student"": 77}",,"[""https://www.detik.com/jatim/berita/d-8241365/77-siswa-di-sumberwringin-bondowoso-diduga-keracunan-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0604"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0605"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0606"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0607""]","[""count_shared_across_rows"", ""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0353,2025-12-04,2025-12-04,day,Jawa Barat,Kabupaten Majalengka,kabupaten,Majalengka,32.10,-6.836270833744539,108.22755549468556,1369569,1,"[""TBA (Tidak disebutkan)""]",[],42,42,42,exact,"{""person"": 42}",,"[""https://jabar.tribunnews.com/jabar-region/1157725/bukan-anak-sekolah-keracunan-mbg-di-majalengka-ternyata-timpa-ibu-ibu-hamil""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0353""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0579,2025-12-04,2025-12-04,day,Jawa Timur,Kabupaten Ngawi,kabupaten,Ngawi,35.21,-7.401286050830588,111.44544266770494,907002,6,"[""Ponpes Absoru Sunah"", ""Ponpes Miftahul Janah"", ""SDN Mantingan 2"", ""SDN Mantingan 3"", ""SDN Mantingan 5"", ""SD (Spesifik tidak disebutkan)""]","[""pesantren"", ""primary""]",220,220,220,exact,"{""student"": 220}",,"[""https://beritajatim.com/total-220-siswa-keracunan-mbg-di-ngawi-gagal-ikut-ujian-akhir-semester""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0579"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0580"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0581"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0582"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0583"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0584""]","[""count_shared_across_rows"", ""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0795,2025-12-08,2025-12-08,day,Sulawesi Selatan,Kabupaten Pangkajene dan Kepulauan,kabupaten,Pangkajene dan Kepulauan,73.10,-4.845732154757298,119.5598290821929,361791,3,"[""SD Negeri 13 Kassiloe"", ""SMP 5 Labakkang"", ""SMA 13 Pangkep Boarding School""]","[""junior_secondary"", ""primary"", ""senior_secondary""]",74,74,74,exact,"{""student"": 74}",,"[""https://jurnalpost.com/keracunan-massal-mbg-di-pangkep-74-siswa-dilarikan-ke-puskesmas-rs/88893/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0795"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0796"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0797""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0441,2025-12-11,2025-12-11,day,Jawa Tengah,Kabupaten Grobogan,kabupaten,Grobogan,33.15,-7.082058555310319,110.91737159653837,1520974,1,"[""Desa Putatsari""]",[],23,23,23,exact,"{""person"": 23}",,"[""https://lintasmuria.com/2025/12/13/puluhan-balita-di-grobogan-diduga-keracunan-menu-mbg-pemkab-lapor-bgn/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0441""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0784,2025-12-11,2025-12-11,day,Sulawesi Tengah,Kabupaten Tojo Una-Una,kabupaten,Tojo Una-Una,72.09,-0.9146507390533831,121.588520770778,173534,1,"[""SDN Tampanombo""]","[""primary""]",5,5,5,exact,"{""student"": 5}",,"[""https://rri.co.id/palu/daerah/2033850/lima-siswa-tampanombo-diduga-keracunan-usai-konsumsi-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0784""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0812,2025-12-16,2025-12-16,day,Sulawesi Tenggara,Kabupaten Buton Tengah,kabupaten,Buton Tengah,74.14,-5.316413937156861,122.53197889106548,121745,1,"[""Warga Kec. Mawasangka Tengah""]",[],117,117,117,exact,"{""person"": 117}",,"[""https://inilahsultra.com/2025/12/17/117-anak-dan-balita-buteng-keracunan-diduga-usai-konsumsi-mbg/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0812""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0813,2026-01,2026-01,month,Sulawesi Tenggara,Kota Kendari,kota,Kendari,74.71,-3.9729017385837686,122.51174077056197,366454,1,"[""TBA (Tidak disebutkan)""]",[],66,66,66,exact,"{""child"": 66}",,"[""https://www.kalderanews.com/2026/01/lebih-dari-seribu-anak-keracunan-mbg-sepanjang-januari-jppi-sekolah-diduga-dibungkam/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0813""]","[""month_precision_only"", ""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0450,2026-01-08,2026-01-08,day,Jawa Tengah,Kota Semarang,kota,Semarang,33.74,-6.98167961659711,110.4122341695528,1702379,1,"[""SMKN 11 Semarang""]","[""senior_secondary""]",75,75,75,exact,"{""student"": 75}",,"[""https://timesindonesia.co.id/peristiwa-daerah/572774/puluhan-siswa-smkn-11-semarang-alami-gejala-keracunan-usai-santap-makan-bergizi-gratis""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0450""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0442,2026-01-10,2026-01-10,day,Jawa Tengah,Kabupaten Grobogan,kabupaten,Grobogan,33.15,-7.082058555310319,110.91737159653837,1520974,6,"[""TK Ngroto"", ""SDN Trisari"", ""SDN Glapan"", ""SDN Penadaran"", ""SMP Miftahul Huda"", ""SMK Miftahul Huda""]","[""early_childhood"", ""junior_secondary"", ""primary"", ""senior_secondary""]",803,803,803,exact,"{""student"": 803}",,"[""https://news.detik.com/berita/d-8305630/803-orang-di-grobogan-diduga-keracunan-mbg-dari-menu-ayam""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0442"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0443"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0444"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0445"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0446"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0447""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0608,2026-01-10,2026-01-10,day,Jawa Timur,Kabupaten Mojokerto,kabupaten,Mojokerto,35.16,-7.462844394027845,112.43341998304892,1156144,3,"[""Ponpes An-Nur"", ""Ponpes Al-Hidayah"", ""SMPN 2 Kutorejo""]","[""junior_secondary"", ""pesantren""]",780,780,780,exact,"{""student"": 780}",,"[""https://jatim.suaramerdeka.com/jatim/108816561588/korban-dugaan-keracunan-mbg-di-mojokerto-tembus-780-orang-dispendik-dan-kemenag-buka-data-terbaru?page=2""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0608"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0609"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0610""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0120,2026-01-12,2026-01-12,day,Lampung,Kabupaten Lampung Utara,kabupaten,Lampung Utara,18.03,-4.8291901217543,104.88744459932492,675626,1,"[""SDN 3 Sindang Sari""]","[""primary""]",11,11,11,exact,"{""student"": 11}",,"[""https://regional.kompas.com/read/2026/01/13/134340278/11-siswa-sd-di-lampung-utara-keracunan-makan-bergizi-gratis-kepsek-ngamuk""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0120""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0397,2026-01-12,2026-01-12,day,Jawa Tengah,Kabupaten Wonogiri,kabupaten,Wonogiri,33.12,-7.815058364755334,110.9256844677081,1057495,1,"[""TBA (Tidak disebutkan)""]",[],206,206,206,exact,"{""student"": 206}",,"[""https://www.suaramerdeka.com/jawa-tengah/0416564471/korban-keracunan-massal-di-jatisrono-wonogiri-capai-206-siswa-diduga-karena-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0397""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0758,2026-01-12,2026-01-12,day,Sulawesi Barat,Kabupaten Majene,kabupaten,Majene,76.05,-3.548096071882418,118.95929449246914,190223,7,"[""Desa Tubo"", ""Tubo Tengah"", ""Tubo Selatan"", ""Onang Utara"", ""Tubo Poang"", ""Bonde-bonde"", ""Onang""]",[],61,61,61,exact,"{""resident"": 61}",,"[""https://sulbar.tribunnews.com/majene/74443/satu-balita-keracunan-mbg-di-majene-dirujuk-ke-mamuju-korban-kini-61-orang""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0758"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0759"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0760"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0761"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0762"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0763"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0764""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0452,2026-01-13,2026-01-13,day,Jawa Tengah,Kabupaten Pekalongan,kabupaten,Pekalongan,33.26,-7.0250357325518875,109.59114532537376,1034241,1,"[""SDN 01 Kedungwuni""]","[""primary""]",15,15,15,exact,"{""student"": 15}",,"[""https://radarpekalongan.disway.id/read/108184/diduga-keracunan-mbg-15-pelajar-sdn-1-kedungwuni-sempat-dilarikan-ke-puskesmas-dan-rumah-sakit""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0452""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0616,2026-01-15,2026-01-15,day,Jawa Timur,Kota Mojokerto,kota,Mojokerto,35.76,-7.4628151554153925,112.43344588575034,142272,3,"[""SDN 5 Wates"", ""SDN 6 Wates"", ""SMAN 2 Mojokerto""]","[""primary"", ""senior_secondary""]",,,,unreported,{},,"[""https://radarmojokerto.jawapos.com/berita-terbaru/827085296/diduga-keracunan-mbg-siswa-di-kota-mojokerto-alami-muntah-diare""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0616"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0617"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0618""]","[""count_shared_across_rows"", ""count_unreported""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0674,2026-01-17,2026-01-17,day,Nusa Tenggara Barat,Kabupaten Lombok Tengah,kabupaten,Lombok Tengah,52.02,-8.706131863466181,116.27003418305937,1128716,2,"[""SDN 1 Darmaji"", ""MI Hidayatuslohin""]","[""primary""]",38,38,38,exact,"{""student"": 38}",,"[""https://www.merdeka.com/peristiwa/puluhan-pelajar-di-lombok-tengah-keracunan-usai-konsumsi-susu-program-mbg-522733-mvk.html""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0674"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0675""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0588,2026-01-20,2026-01-20,day,Jawa Timur,Kabupaten Tulungagung,kabupaten,Tulungagung,35.04,-8.064364715839401,111.90068000547873,1139224,1,"[""SMKN 3 Boyolangu""]","[""senior_secondary""]",123,123,123,exact,"{""student"": 123}",,"[""https://jatim.antaranews.com/berita/1025378/ratusan-siswa-smkn-3-boyolangu-alami-diare-diduga-keracunan-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0588""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0453,2026-01-22,2026-01-22,day,Jawa Tengah,Kota Magelang,kota,Magelang,33.71,-7.50371096633142,110.22147082537745,128709,1,"[""SMPN 10 Kota Magelang""]","[""junior_secondary""]",80,80,80,exact,"{""student"": 75, ""teacher"": 5}",,"[""https://www.detik.com/jateng/berita/d-8322042/75-siswa-5-guru-smpn-10-kota-magelang-diduga-keracunan-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0453""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0589,2026-01-22,2026-01-22,day,Jawa Timur,Kabupaten Tulungagung,kabupaten,Tulungagung,35.04,-8.064364715839401,111.90068000547873,1139224,1,"[""SMK Sore Tulungagung""]","[""senior_secondary""]",15,15,15,exact,"{""student"": 15}",,"[""https://video.tribunnews.com/view/906121/kembali-terjadi-15-siswa-smk-sore-tulungagung-keracunan-mbg-kini-dirawat-seusai-mual-dan-pusing""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0589""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0080,2026-01-23,2026-01-23,day,Riau,Kabupaten Siak,kabupaten,Siak,14.08,0.8045392202011306,102.02031850446771,495760,1,"[""SMKN 1 Kandis""]","[""senior_secondary""]",21,21,21,exact,"{""student"": 21}",,"[""https://www.riauonline.co.id/riau/read/2026/01/23/puluhan-siswa-smkn-1-kandis-dilarikan-ke-klinik-usai-santap-mbg-diduga-keracunan""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0080""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0518,2026-01-23,2026-01-23,day,DI Yogyakarta,Kabupaten Gunungkidul,kabupaten,Gunungkidul,34.03,-7.964079635059824,110.6015380965454,776926,1,"[""SMP Muhammadiyah Playen""]","[""junior_secondary""]",58,58,58,exact,"{""student"": 48, ""teacher"": 9, ""principal"": 1}",,"[""https://yogyakarta.kompas.com/read/2026/01/27/192839378/puluhan-siswa-dan-guru-smp-muhammadiyah-playen-mengeluh-diare-dan-mual""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0518""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0001,2026-01-24,2026-01-24,day,Aceh,Kabupaten Aceh Timur,kabupaten,Aceh Timur,11.03,4.932736888548549,97.7838443591112,461391,1,"[""TBA (Tidak disebutkan)""]",[],19,19,19,exact,"{""student"": 19}",,"[""https://regional.kompas.com/read/2026/01/27/190043678/korban-keracunan-makanan-di-sekolah-cianjur-bertambah-jadi-33-siswa-12-anak""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0001""]","[""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0686,2026-01-26,2026-01-26,day,Nusa Tenggara Barat,Kabupaten Lombok Timur,kabupaten,Lombok Timur,52.03,-8.650938604217814,116.52965363887955,1457591,1,"[""TBA (Tidak disebutkan)""]",[],,20,99,vague,{},,"[""https://koran-jakarta.com/2026-01-27/dugaan-keracunan-mbg-di-lombok-timur-dinkes-turunkan-tim-investigasi""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0686""]","[""count_vague"", ""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0751,2026-01-26,2026-01-26,day,Sulawesi Utara,Kota Tomohon,kota,Tomohon,71.73,1.3145248488354484,124.82744674228223,103812,4,"[""SMP Kristen 1 Woloan"", ""SMK Negeri 1 Tomohon"", ""SMK Sta. Familia Tomohon"", ""SMA Karitas Tomohon""]","[""junior_secondary"", ""senior_secondary""]",197,197,197,exact,"{""student"": 197}",,"[""https://www.liputan6.com/regional/read/6267651/update-keracunan-massal-mbg-tomohon-64-siswa-masih-jalani-rawat-inap""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0751"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0752"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0753"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0754""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0229,2026-01-27,2026-01-27,day,Jawa Barat,Kabupaten Cianjur,kabupaten,Cianjur,32.03,-6.822746173673224,107.1394835830441,2638825,2,"[""SDN Wargasari"", ""TBA ( Tidak disebutkan)""]","[""primary""]",300,300,300,exact,"{""student"": 300}",,"[""https://prfmnews.pikiran-rakyat.com/jawa-barat/pr-139967875/buntut-keracunan-mbg-3-dapur-sppg-di-cianjur-ditutup""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0229"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0230""]","[""count_shared_across_rows"", ""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0560,2026-01-27,2026-01-27,day,Jawa Timur,Kabupaten Tuban,kabupaten,Tuban,35.23,-6.8961044097904685,112.06506272537278,1266396,1,"[""SMPN 1 Montong""]","[""junior_secondary""]",14,14,14,exact,"{""student"": 14}",,"[""https://jatim.tribunnews.com/jatim/531208/mbg-makan-korban-lagi-belasan-siswa-smpn-1-montong-tuban-diduga-keracunan-massal""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0560""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0129,2026-01-28,2026-01-28,day,Lampung,Kabupaten Lampung Timur,kabupaten,Lampung Timur,18.07,-5.048183264548101,105.52825470212977,1122605,3,"[""Pondok Pesantren (Spesifik tidak disebutkan)"", ""SD (Spesifik tidak disebutkan)"", ""SMP (Spesifik tidak disebutkan)""]","[""junior_secondary"", ""pesantren"", ""primary""]",,100,999,vague,{},,"[""https://medialintastimurnews.com/2026/01/29/terjadi-lagi-di-lamtim-ratusan-anak-diduga-keracunan-usai-santap-mbg/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0129"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0130"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0131""]","[""count_shared_across_rows"", ""count_vague"", ""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0275,2026-01-28,2026-01-28,day,Jawa Barat,Kabupaten Sukabumi,kabupaten,Sukabumi,32.02,-6.989164614549726,106.55022261003006,2868943,7,"[""PAUD Al Hadi"", ""SDN Bojong Kopo"", ""SDN Gunung Biru"", ""SDN Loji"", ""SDN Sangrawayang"", ""SDN Cibutun"", ""MA (Spesifik tidak disebutkan""]","[""early_childhood"", ""primary"", ""senior_secondary""]",31,31,31,exact,"{""student"": 31}",,"[""https://jabar.tribunnews.com/jabar-region/1162793/breaking-news-31-siswa-dan-guru-hamil-keracunan-diduga-tahu-goreng-berjamur-dari-mbg""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0275"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0276"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0277"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0278"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0279"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0280"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0281""]","[""count_shared_across_rows"", ""no_venue""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0785,2026-01-28,2026-01-28,day,Sulawesi Tengah,Kabupaten Buol,kabupaten,Buol,72.05,1.169077637159471,121.40975635779172,162273,5,"[""TK Amanah"", ""SDN 1 Bunobogu"", ""SDN 3 Bunobogu"", ""SDN 7 Bunobogu"", ""SMPN 5 Bunobogu""]","[""early_childhood"", ""junior_secondary"", ""primary""]",141,141,141,exact,"{""student"": 141}",,"[""https://www.detik.com/sulsel/berita/d-8330979/141-siswa-tk-smp-diduga-keracunan-mbg-di-buol-korban-dirawat-di-rs-puskesmas""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0785"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0786"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0787"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0788"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0789""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0454,2026-01-29,2026-01-29,day,Jawa Tengah,Kabupaten Kudus,kabupaten,Kudus,33.19,-6.805651710957646,110.84219531187978,877821,1,"[""SMAN 2 Kudus""]","[""senior_secondary""]",600,600,600,exact,"{""student"": 600}",,"[""https://www.kompas.tv/regional/647214/600-siswa-sma-di-kudus-keracunan-mbg-118-di-antaranya-dirawat-di-rumah-sakit""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0454""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0742,2026-01-29,2026-01-29,day,Nusa Tenggara Timur,Kabupaten Manggarai Barat,kabupaten,Manggarai Barat,53.15,-8.495964947540392,119.89429877413119,290688,5,"[""SDI Golo Welu 2"", ""SDI Golo Bombong"", ""SMPN 2 Kuwus"", ""SMAN 1 Kuwus"", ""SMKN 1 Kuwus""]","[""junior_secondary"", ""primary"", ""senior_secondary""]",132,132,132,exact,"{""student"": 132}",,"[""https://kumbanews.com/132-siswa-di-manggarai-barat-ntt-keracunan-makan-bergizi-gratis-dapur-mbg-ditutup-sementara/""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0742"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0743"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0744"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0745"", ""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0746""]","[""count_shared_across_rows""]"
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0798,2026-01-29,2026-01-29,day,Sulawesi Selatan,Kabupaten Pinrang,kabupaten,Pinrang,73.15,-3.809259094007871,119.65000307873112,423146,1,"[""Pondok Pesantren Al-Mustafa Kanipang""]","[""pesantren""]",8,8,8,exact,"{""santri"": 8}",,"[""https://beritasulsel.com/baca/diduga-keracunan-mbg-8-santri-pesantren-di-pinrang-dilarikan-ke-puskesmas""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0798""]",[]
id.Daftar_kasus_keracunan_massal_makan_siang_gratis#e0070,2026-01-30,2026-01-30,day,Sumatera Selatan,Kota Palembang,kota,Palembang,16.71,-2.991046172915815,104.75675098698375,1801367,1,"[""SMPN 31 Palembang""]","[""junior_secondary""]",4,4,4,exact,"{""student"": 4}",,"[""https://www.merdeka.com/peristiwa/baru-makan-dua-suap-empat-siswa-smp-di-palembang-keracunan-mbg-529726-mvk.html""]","[""id.Daftar_kasus_keracunan_massal_makan_siang_gratis#r0070""]",[]
